precinct,office,candidate,votes
PRECINCT 1,County Clerk/Treasurer (Republican),"CONNELL, ZOE",12
PRECINCT 1,County Clerk/Treasurer (Republican),"DIXON, VANESSA",36
PRECINCT 1,County Clerk/Treasurer (Republican),"HESS, ROLLIE",28
PRECINCT 1,County Clerk/Treasurer (Republican),"WILSON, LEE",9
PRECINCT 1,"District Court Judge, District 1, Department  1 (Nonpartisan)","RUSSELL, JAMES TODD",112
PRECINCT 1,"District Court Judge, District 1, Department  2 (Nonpartisan)","JENKINS, CAREN",14
PRECINCT 1,"District Court Judge, District 1, Department  2 (Nonpartisan)","KRUEGER, MARK",33
PRECINCT 1,"District Court Judge, District 1, Department  2 (Nonpartisan)","WATERS, NOEL",54
PRECINCT 1,"District Court Judge, District 1, Department  2 (Nonpartisan)","WILSON, JIM",28
PRECINCT 1,School Board Trustee Seat 1C (Nonpartisan),"MILLER, CHRISTINE",118
PRECINCT 1,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",34
PRECINCT 1,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",18
PRECINCT 1,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,19
PRECINCT 1,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",37
PRECINCT 1,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",23
PRECINCT 1,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",63
PRECINCT 1,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",22
PRECINCT 11,County Clerk/Treasurer (Republican),"CONNELL, ZOE",
PRECINCT 11,County Clerk/Treasurer (Republican),"DIXON, VANESSA",
PRECINCT 11,County Clerk/Treasurer (Republican),"HESS, ROLLIE",
PRECINCT 11,County Clerk/Treasurer (Republican),"WILSON, LEE",
PRECINCT 11,"District Court Judge, District 1, Department  1 (Nonpartisan)","RUSSELL, JAMES TODD",
PRECINCT 11,"District Court Judge, District 1, Department  2 (Nonpartisan)","JENKINS, CAREN",
PRECINCT 11,"District Court Judge, District 1, Department  2 (Nonpartisan)","KRUEGER, MARK",
PRECINCT 11,"District Court Judge, District 1, Department  2 (Nonpartisan)","WATERS, NOEL",
PRECINCT 11,"District Court Judge, District 1, Department  2 (Nonpartisan)","WILSON, JIM",
PRECINCT 11,School Board Trustee Seat 1C (Nonpartisan),"MILLER, CHRISTINE",
PRECINCT 11,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",
PRECINCT 11,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",
PRECINCT 11,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,
PRECINCT 11,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",
PRECINCT 11,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",
PRECINCT 11,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",
PRECINCT 11,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",
PRECINCT 12,County Clerk/Treasurer (Republican),"CONNELL, ZOE",
PRECINCT 12,County Clerk/Treasurer (Republican),"DIXON, VANESSA",
PRECINCT 12,County Clerk/Treasurer (Republican),"HESS, ROLLIE",
PRECINCT 12,County Clerk/Treasurer (Republican),"WILSON, LEE",
PRECINCT 12,"District Court Judge, District 1, Department  1 (Nonpartisan)","RUSSELL, JAMES TODD",
PRECINCT 12,"District Court Judge, District 1, Department  2 (Nonpartisan)","JENKINS, CAREN",
PRECINCT 12,"District Court Judge, District 1, Department  2 (Nonpartisan)","KRUEGER, MARK",
PRECINCT 12,"District Court Judge, District 1, Department  2 (Nonpartisan)","WATERS, NOEL",
PRECINCT 12,"District Court Judge, District 1, Department  2 (Nonpartisan)","WILSON, JIM",
PRECINCT 12,School Board Trustee Seat 1C (Nonpartisan),"MILLER, CHRISTINE",
