precinct,office,candidate,votes
AMARGOSA VLY 06,County Commissioner District II,"EASTLEY, JONI",220
AMARGOSA VLY 06,County Commissioner District II,"PETELL, JIM",109
AMARGOSA VLY 06,"District Court Judge, District 5, Department  1","DAVIS, JOHN P.",261
AMARGOSA VLY 06,"District Court Judge, District 5, Department  1","ZLOTEK, MARLA",69
AMARGOSA VLY 06,President and Vice President of the United States,"Baldwin, Chuck",4
AMARGOSA VLY 06,President and Vice President of the United States,"Barr, Bob",5
AMARGOSA VLY 06,President and Vice President of the United States,"McCain, John",204
AMARGOSA VLY 06,President and Vice President of the United States,"McKinney, Cynthia",0
AMARGOSA VLY 06,President and Vice President of the United States,"NADER, RALPH",5
AMARGOSA VLY 06,President and Vice President of the United States,None Of These Candidates,3
AMARGOSA VLY 06,President and Vice President of the United States,"Obama, Barack",134
AMARGOSA VLY 06,School Board Trustee Area II,"BIENENSTEIN, KATHLEEN L.",110
AMARGOSA VLY 06,School Board Trustee Area II,"MCNEELY, J.E. ""DOC""",213
AMARGOSA VLY 06,"State Assembly, District 36","BABB, SCOTTY",185
AMARGOSA VLY 06,"State Assembly, District 36","GOEDHART, ED",158
AMARGOSA VLY 06,"State Senate, Central Senatorial District","McGINNESS, MIKE",261
AMARGOSA VLY 06,"Supreme Court Justice, Seat B",None Of These Candidates,66
AMARGOSA VLY 06,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",172
AMARGOSA VLY 06,"Supreme Court Justice, Seat B","Schumacher, Deborah",92
AMARGOSA VLY 06,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",93
AMARGOSA VLY 06,"Supreme Court Justice, Seat D","Gibbons, Mark",161
AMARGOSA VLY 06,"Supreme Court Justice, Seat D",None Of These Candidates,75
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2","Bergland, Craig",5
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2","DERBY, JILL",116
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2","Everhart, John",18
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2","HELLER, DEAN",186
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",9
BEATTY 01,County Commissioner District II,"EASTLEY, JONI",269
BEATTY 01,County Commissioner District II,"PETELL, JIM",91
BEATTY 01,"District Court Judge, District 5, Department  1","DAVIS, JOHN P.",280
BEATTY 01,"District Court Judge, District 5, Department  1","ZLOTEK, MARLA",82
BEATTY 01,President and Vice President of the United States,"Baldwin, Chuck",7
BEATTY 01,President and Vice President of the United States,"Barr, Bob",4
BEATTY 01,President and Vice President of the United States,"McCain, John",240
BEATTY 01,President and Vice President of the United States,"McKinney, Cynthia",0
BEATTY 01,President and Vice President of the United States,"NADER, RALPH",3
BEATTY 01,President and Vice President of the United States,None Of These Candidates,11
BEATTY 01,President and Vice President of the United States,"Obama, Barack",129
BEATTY 01,School Board Trustee Area II,"BIENENSTEIN, KATHLEEN L.",141
BEATTY 01,School Board Trustee Area II,"MCNEELY, J.E. ""DOC""",204
BEATTY 01,"State Assembly, District 36","BABB, SCOTTY",125
BEATTY 01,"State Assembly, District 36","GOEDHART, ED",244
BEATTY 01,"State Senate, Central Senatorial District","McGINNESS, MIKE",294
BEATTY 01,"Supreme Court Justice, Seat B",None Of These Candidates,77
BEATTY 01,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",193
BEATTY 01,"Supreme Court Justice, Seat B","Schumacher, Deborah",92
BEATTY 01,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",89
BEATTY 01,"Supreme Court Justice, Seat D","Gibbons, Mark",182
BEATTY 01,"Supreme Court Justice, Seat D",None Of These Candidates,86
BEATTY 01,"U.S. Representative in Congress, District 2","Bergland, Craig",6
BEATTY 01,"U.S. Representative in Congress, District 2","DERBY, JILL",107
BEATTY 01,"U.S. Representative in Congress, District 2","Everhart, John",22
BEATTY 01,"U.S. Representative in Congress, District 2","HELLER, DEAN",220
BEATTY 01,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",15
CURRANT 02,County Commissioner District I,"MOBLEY, ROB",10
CURRANT 02,County Commissioner District I,"WICHMAN, LORINDA A.",30
CURRANT 02,"District Court Judge, District 5, Department  1","DAVIS, JOHN P.",29
CURRANT 02,"District Court Judge, District 5, Department  1","ZLOTEK, MARLA",9
CURRANT 02,President and Vice President of the United States,"Baldwin, Chuck",0
CURRANT 02,President and Vice President of the United States,"Barr, Bob",0
CURRANT 02,President and Vice President of the United States,"McCain, John",33
CURRANT 02,President and Vice President of the United States,"McKinney, Cynthia",0
CURRANT 02,President and Vice President of the United States,"NADER, RALPH",0
CURRANT 02,President and Vice President of the United States,None Of These Candidates,2
CURRANT 02,President and Vice President of the United States,"Obama, Barack",7
CURRANT 02,"State Assembly, District 36","BABB, SCOTTY",4
CURRANT 02,"State Assembly, District 36","GOEDHART, ED",34
CURRANT 02,"State Senate, Rural Senatorial District","HANSEN, JANINE",15
CURRANT 02,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",27
CURRANT 02,"Supreme Court Justice, Seat B",None Of These Candidates,12
CURRANT 02,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",15
CURRANT 02,"Supreme Court Justice, Seat B","Schumacher, Deborah",14
CURRANT 02,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",5
