precinct,office,candidate,votes
Precinct 1,"City Councilman, WINNEMUCCA Seat 5","BROOKS, PAIGE L.",212
Precinct 1,"City Councilman, WINNEMUCCA Seat 5","STOKER, DON G.",190
Precinct 1,County Comm. Seat A,"BROWN, RICH",180
Precinct 1,County Comm. Seat A,"FRANSWAY, TOM",248
Precinct 1,County Comm. Seat B,"BELL, MIKE",391
Precinct 1,County Comm. Seat D,"AMOS, GARLEY JR.",233
Precinct 1,County Comm. Seat D,"NEWTON, FORREST",198
Precinct 1,"District Court Judge, District 6, Department 2","MAHER, O. KENT",176
Precinct 1,"District Court Judge, District 6, Department 2","MONTERO, MICHAEL",272
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat A","AITKEN, DEBBIE",197
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat A","RUSSUM, JOHN",223
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat C","HAMMARGREN, WILLIAM J.",172
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat C","KIM, SOON",261
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat D","COONEY, SHARLEEN C. ""SHELLIE""",246
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat D","HLADEK, KENNETH L.",172
Precinct 1,President,"Baldwin, Chuck",1
Precinct 1,President,"Barr, Bob",1
Precinct 1,President,"McCain, John",293
Precinct 1,President,"McKinney, Cynthia",2
Precinct 1,President,"NADER, RALPH",7
Precinct 1,President,None Of These Candidates,6
Precinct 1,President,"Obama, Barack",158
Precinct 1,School Board Trustee Seat D,"HAMMARGREN, WENDELL A. ""SKIP""",217
Precinct 1,School Board Trustee Seat D,"NOBLE, MICHELLE ""SHELLY""",213
Precinct 1,"State Assembly, District 32","DEAL, MARC",109
Precinct 1,"State Assembly, District 32","GUSTAVSON, DON",299
Precinct 1,"State Assembly, District 32","KROSHUS, JAMES",28
Precinct 1,"State Senate, Rural Senatorial District","HANSEN, JANINE",137
Precinct 1,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",302
Precinct 1,"Supreme Court Justice, Seat B",None Of These Candidates,66
Precinct 1,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",212
Precinct 1,"Supreme Court Justice, Seat B","Schumacher, Deborah",162
Precinct 1,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",113
Precinct 1,"Supreme Court Justice, Seat D","Gibbons, Mark",220
Precinct 1,"Supreme Court Justice, Seat D",None Of These Candidates,100
Precinct 1,"U.S. Representative in Congress, District 2","Bergland, Craig",1
Precinct 1,"U.S. Representative in Congress, District 2","DERBY, JILL",138
Precinct 1,"U.S. Representative in Congress, District 2","Everhart, John",22
Precinct 1,"U.S. Representative in Congress, District 2","HELLER, DEAN",288
Precinct 1,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",7
Precinct 10,County Comm. Seat A,"BROWN, RICH",29
Precinct 10,County Comm. Seat A,"FRANSWAY, TOM",70
Precinct 10,County Comm. Seat B,"BELL, MIKE",91
Precinct 10,County Comm. Seat D,"AMOS, GARLEY JR.",60
Precinct 10,County Comm. Seat D,"NEWTON, FORREST",44
Precinct 10,"District Court Judge, District 6, Department 2","MAHER, O. KENT",40
Precinct 10,"District Court Judge, District 6, Department 2","MONTERO, MICHAEL",71
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat A","AITKEN, DEBBIE",55
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat A","RUSSUM, JOHN",46
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat C","HAMMARGREN, WILLIAM J.",33
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat C","KIM, SOON",70
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat D","COONEY, SHARLEEN C. ""SHELLIE""",68
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat D","HLADEK, KENNETH L.",28
Precinct 10,McDermitt Fire District Seat A,"CRITTENDEN, JACK R",76
Precinct 10,McDermitt Fire District Seat A,"HARTLEY, DALE E.",23
Precinct 10,President,"Baldwin, Chuck",1
Precinct 10,President,"Barr, Bob",0
Precinct 10,President,"McCain, John",52
Precinct 10,President,"McKinney, Cynthia",1
Precinct 10,President,"NADER, RALPH",0
Precinct 10,President,None Of These Candidates,2
Precinct 10,President,"Obama, Barack",57
Precinct 10,School Board Trustee Seat D,"HAMMARGREN, WENDELL A. ""SKIP""",36
Precinct 10,School Board Trustee Seat D,"NOBLE, MICHELLE ""SHELLY""",60
Precinct 10,"State Assembly, District 33","CARPENTER, JOHN C.",64
Precinct 10,"State Assembly, District 33","TRIGGS, ZACHARY",36
Precinct 10,"State Senate, Rural Senatorial District","HANSEN, JANINE",38
Precinct 10,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",66
Precinct 10,"Supreme Court Justice, Seat B",None Of These Candidates,37
Precinct 10,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",37
Precinct 10,"Supreme Court Justice, Seat B","Schumacher, Deborah",36
Precinct 10,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",18
Precinct 10,"Supreme Court Justice, Seat D","Gibbons, Mark",47
Precinct 10,"Supreme Court Justice, Seat D",None Of These Candidates,42
Precinct 10,"U.S. Representative in Congress, District 2","Bergland, Craig",0
Precinct 10,"U.S. Representative in Congress, District 2","DERBY, JILL",41
Precinct 10,"U.S. Representative in Congress, District 2","Everhart, John",8
Precinct 10,"U.S. Representative in Congress, District 2","HELLER, DEAN",57
Precinct 10,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",2
Precinct 11,County Comm. Seat A,"BROWN, RICH",53
Precinct 11,County Comm. Seat A,"FRANSWAY, TOM",104
Precinct 11,County Comm. Seat B,"BELL, MIKE",147
Precinct 11,County Comm. Seat D,"AMOS, GARLEY JR.",125
Precinct 11,County Comm. Seat D,"NEWTON, FORREST",33
Precinct 11,"District Court Judge, District 6, Department 2","MAHER, O. KENT",44
Precinct 11,"District Court Judge, District 6, Department 2","MONTERO, MICHAEL",125
Precinct 11,"Humboldt County Hospital Dist Trustee, Seat A","AITKEN, DEBBIE",80
Precinct 11,"Humboldt County Hospital Dist Trustee, Seat A","RUSSUM, JOHN",71
Precinct 11,"Humboldt County Hospital Dist Trustee, Seat C","HAMMARGREN, WILLIAM J.",58
Precinct 11,"Humboldt County Hospital Dist Trustee, Seat C","KIM, SOON",93
