candidate,party,votes,percent,office
"BALDWIN, CHUCK",INDEPENDENT AMERICAN,29,0.51,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES
"BARR, BOB",LIBERTARIAN,23,0.41,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES
"MCCAIN, JOHN",REPUBLICAN,3586,63.31,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES
"MCKINNEY, CYNTHIA",GREEN,17,0.30,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES
"NADER, RALPH",INDEPENDENT,35,0.62,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES
"OBAMA, BARACK",DEMOCRAT,1909,33.70,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES
NONE OF THESE CANDIDATES,&nbsp;,65,1.15,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES
"BERGLAND, CRAIG",GREEN,52,0.94,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"DERBY, JILL",DEMOCRAT,1561,28.27,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"EVERHART, JOHN",INDEPENDENT AMERICAN,294,5.32,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"HELLER, DEAN (Incumbent)",REPUBLICAN,3529,63.91,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"MORSE, SEAN PATRICK",LIBERTARIAN,86,1.56,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"HANSEN, JANINE",INDEPENDENT AMERICAN,1766,32.87,"STATE SENATE, RURAL SENATORIAL DISTRICT"
"RHOADS, DEAN A. (Incumbent)",REPUBLICAN,3606,67.13,"STATE SENATE, RURAL SENATORIAL DISTRICT"
"DEAL, MARC",DEMOCRAT,412,25.02,"STATE ASSEMBLY, DISTRICT 32"
"GUSTAVSON, DON",REPUBLICAN,1118,67.88,"STATE ASSEMBLY, DISTRICT 32"
"KROSHUS, JAMES",INDEPENDENT AMERICAN,117,7.10,"STATE ASSEMBLY, DISTRICT 32"
"CARPENTER, JOHN C. (Incumbent)",REPUBLICAN,540,76.38,"STATE ASSEMBLY, DISTRICT 33"
"TRIGGS, ZACHARY",INDEPENDENT AMERICAN,167,23.62,"STATE ASSEMBLY, DISTRICT 33"
"GOICOECHEA, PETE (Incumbent)",REPUBLICAN,2291,76.19,"STATE ASSEMBLY, DISTRICT 35"
"KING, RACHEL MARIE",DEMOCRAT,716,23.81,"STATE ASSEMBLY, DISTRICT 35"
"PICKERING, MARY ""KRIS""",NONPARTISAN,2530,47.33,"SUPREME COURT JUSTICE, SEAT B"
"SCHUMACHER, DEBORAH",NONPARTISAN,1880,35.17,"SUPREME COURT JUSTICE, SEAT B"
NONE OF THESE CANDIDATES,&nbsp;,936,17.51,"SUPREME COURT JUSTICE, SEAT B"
"CHRISTENSEN, THOMAS FRANK",NONPARTISAN,1303,24.91,"SUPREME COURT JUSTICE, SEAT D"
"GIBBONS, MARK (Incumbent)",NONPARTISAN,2751,52.60,"SUPREME COURT JUSTICE, SEAT D"
NONE OF THESE CANDIDATES,&nbsp;,1176,22.49,"SUPREME COURT JUSTICE, SEAT D"
"MAHER, O. KENT",NONPARTISAN,1938,35.70,"DISTRICT COURT JUDGE, DISTRICT 6, DEPARTMENT 2"
"MONTERO, MICHAEL",NONPARTISAN,3490,64.30,"DISTRICT COURT JUDGE, DISTRICT 6, DEPARTMENT 2"
"BROWN, RICH",REPUBLICAN,2344,44.53,COUNTY COMM. SEAT A
"FRANSWAY, TOM",REPUBLICAN,2920,55.47,COUNTY COMM. SEAT A
"BELL, MIKE",REPUBLICAN,4783,100.00,COUNTY COMM. SEAT B
"AMOS, GARLEY JR.",REPUBLICAN,2954,56.04,COUNTY COMM. SEAT D
"NEWTON, FORREST",REPUBLICAN,2317,43.96,COUNTY COMM. SEAT D
"AITKEN, DEBBIE",NONPARTISAN,2526,49.54,"HUMBOLDT COUNTY HOSPITAL DIST TRUSTEE, SEAT A"
"RUSSUM, JOHN",NONPARTISAN,2573,50.46,"HUMBOLDT COUNTY HOSPITAL DIST TRUSTEE, SEAT A"
"HAMMARGREN, WILLIAM J.",NONPARTISAN,2082,39.22,"HUMBOLDT COUNTY HOSPITAL DIST TRUSTEE, SEAT C"
"KIM, SOON",NONPARTISAN,3227,60.78,"HUMBOLDT COUNTY HOSPITAL DIST TRUSTEE, SEAT C"
"COONEY, SHARLEEN C. ""SHELLIE""",NONPARTISAN,2950,57.74,"HUMBOLDT COUNTY HOSPITAL DIST TRUSTEE, SEAT D"
"HLADEK, KENNETH L.",NONPARTISAN,2159,42.26,"HUMBOLDT COUNTY HOSPITAL DIST TRUSTEE, SEAT D"
"HAMMARGREN, WENDELL A. ""SKIP""",NONPARTISAN,2306,44.60,SCHOOL BOARD TRUSTEE SEAT D
"NOBLE, MICHELLE ""SHELLY""",NONPARTISAN,2864,55.40,SCHOOL BOARD TRUSTEE SEAT D
"CRITTENDEN, JACK R",NONPARTISAN,76,76.77,MCDERMITT FIRE DISTRICT SEAT A
"HARTLEY, DALE E.",NONPARTISAN,23,23.23,MCDERMITT FIRE DISTRICT SEAT A
"BROOKS, PAIGE L.",NONPARTISAN,1375,54.28,"CITY COUNCILMAN, WINNEMUCCA SEAT 5"
"STOKER, DON G.",NONPARTISAN,1158,45.72,"CITY COUNCILMAN, WINNEMUCCA SEAT 5"
