precinct,office,candidate,votes
FOC,President and Vice President of the United States,"Baldwin, Chuck",0
FOC,President and Vice President of the United States,"Barr, Bob",1
FOC,President and Vice President of the United States,"McCain, John",18
FOC,President and Vice President of the United States,"McKinney, Cynthia",0
FOC,President and Vice President of the United States,"NADER, RALPH",1
FOC,President and Vice President of the United States,None Of These Candidates,0
FOC,President and Vice President of the United States,"Obama, Barack",51
GER-WADS 7412,President and Vice President of the United States,"Baldwin, Chuck",0
GER-WADS 7412,President and Vice President of the United States,"Barr, Bob",2
GER-WADS 7412,President and Vice President of the United States,"McCain, John",129
GER-WADS 7412,President and Vice President of the United States,"McKinney, Cynthia",1
GER-WADS 7412,President and Vice President of the United States,"NADER, RALPH",2
GER-WADS 7412,President and Vice President of the United States,None Of These Candidates,2
GER-WADS 7412,President and Vice President of the United States,"Obama, Barack",257
GER-WADS 7422 (MP),President and Vice President of the United States,"Baldwin, Chuck",
GER-WADS 7422 (MP),President and Vice President of the United States,"Barr, Bob",
GER-WADS 7422 (MP),President and Vice President of the United States,"McCain, John",
GER-WADS 7422 (MP),President and Vice President of the United States,"McKinney, Cynthia",
GER-WADS 7422 (MP),President and Vice President of the United States,"NADER, RALPH",
GER-WADS 7422 (MP),President and Vice President of the United States,None Of These Candidates,
GER-WADS 7422 (MP),President and Vice President of the United States,"Obama, Barack",
GER-WADS 7423,President and Vice President of the United States,"Baldwin, Chuck",0
GER-WADS 7423,President and Vice President of the United States,"Barr, Bob",0
GER-WADS 7423,President and Vice President of the United States,"McCain, John",8
GER-WADS 7423,President and Vice President of the United States,"McKinney, Cynthia",0
GER-WADS 7423,President and Vice President of the United States,"NADER, RALPH",0
GER-WADS 7423,President and Vice President of the United States,None Of These Candidates,0
GER-WADS 7423,President and Vice President of the United States,"Obama, Barack",106
GER-WADS 7521 (MP),President and Vice President of the United States,"Baldwin, Chuck",0
GER-WADS 7521 (MP),President and Vice President of the United States,"Barr, Bob",1
GER-WADS 7521 (MP),President and Vice President of the United States,"McCain, John",36
GER-WADS 7521 (MP),President and Vice President of the United States,"McKinney, Cynthia",0
GER-WADS 7521 (MP),President and Vice President of the United States,"NADER, RALPH",1
GER-WADS 7521 (MP),President and Vice President of the United States,None Of These Candidates,0
GER-WADS 7521 (MP),President and Vice President of the United States,"Obama, Barack",8
GER-WADS 7522 (MP),President and Vice President of the United States,"Baldwin, Chuck",0
GER-WADS 7522 (MP),President and Vice President of the United States,"Barr, Bob",0
GER-WADS 7522 (MP),President and Vice President of the United States,"McCain, John",68
GER-WADS 7522 (MP),President and Vice President of the United States,"McKinney, Cynthia",1
GER-WADS 7522 (MP),President and Vice President of the United States,"NADER, RALPH",4
GER-WADS 7522 (MP),President and Vice President of the United States,None Of These Candidates,1
GER-WADS 7522 (MP),President and Vice President of the United States,"Obama, Barack",41
GER-WADS 7531 (MP),President and Vice President of the United States,"Baldwin, Chuck",0
GER-WADS 7531 (MP),President and Vice President of the United States,"Barr, Bob",1
GER-WADS 7531 (MP),President and Vice President of the United States,"McCain, John",46
GER-WADS 7531 (MP),President and Vice President of the United States,"McKinney, Cynthia",0
GER-WADS 7531 (MP),President and Vice President of the United States,"NADER, RALPH",0
GER-WADS 7531 (MP),President and Vice President of the United States,None Of These Candidates,1
GER-WADS 7531 (MP),President and Vice President of the United States,"Obama, Barack",20
GER-WADS 9404 (MP),President and Vice President of the United States,"Baldwin, Chuck",0
GER-WADS 9404 (MP),President and Vice President of the United States,"Barr, Bob",0
GER-WADS 9404 (MP),President and Vice President of the United States,"McCain, John",0
GER-WADS 9404 (MP),President and Vice President of the United States,"McKinney, Cynthia",0
GER-WADS 9404 (MP),President and Vice President of the United States,"NADER, RALPH",0
GER-WADS 9404 (MP),President and Vice President of the United States,None Of These Candidates,0
GER-WADS 9404 (MP),President and Vice President of the United States,"Obama, Barack",0
GER-WADS 9405 (MP),President and Vice President of the United States,"Baldwin, Chuck",0
GER-WADS 9405 (MP),President and Vice President of the United States,"Barr, Bob",0
GER-WADS 9405 (MP),President and Vice President of the United States,"McCain, John",0
GER-WADS 9405 (MP),President and Vice President of the United States,"McKinney, Cynthia",0
GER-WADS 9405 (MP),President and Vice President of the United States,"NADER, RALPH",0
GER-WADS 9405 (MP),President and Vice President of the United States,None Of These Candidates,0
GER-WADS 9405 (MP),President and Vice President of the United States,"Obama, Barack",0
GER-WADS 9406 (MP),President and Vice President of the United States,"Baldwin, Chuck",0
GER-WADS 9406 (MP),President and Vice President of the United States,"Barr, Bob",0
GER-WADS 9406 (MP),President and Vice President of the United States,"McCain, John",0
GER-WADS 9406 (MP),President and Vice President of the United States,"McKinney, Cynthia",0
GER-WADS 9406 (MP),President and Vice President of the United States,"NADER, RALPH",0
GER-WADS 9406 (MP),President and Vice President of the United States,None Of These Candidates,0
GER-WADS 9406 (MP),President and Vice President of the United States,"Obama, Barack",0
GER-WADS 9408 (MP),President and Vice President of the United States,"Baldwin, Chuck",0
GER-WADS 9408 (MP),President and Vice President of the United States,"Barr, Bob",0
GER-WADS 9408 (MP),President and Vice President of the United States,"McCain, John",0
GER-WADS 9408 (MP),President and Vice President of the United States,"McKinney, Cynthia",0
GER-WADS 9408 (MP),President and Vice President of the United States,"NADER, RALPH",0
GER-WADS 9408 (MP),President and Vice President of the United States,None Of These Candidates,0
GER-WADS 9408 (MP),President and Vice President of the United States,"Obama, Barack",0
GER-WADS 9415 (MP),President and Vice President of the United States,"Baldwin, Chuck",0
GER-WADS 9415 (MP),President and Vice President of the United States,"Barr, Bob",0
GER-WADS 9415 (MP),President and Vice President of the United States,"McCain, John",0
GER-WADS 9415 (MP),President and Vice President of the United States,"McKinney, Cynthia",0
GER-WADS 9415 (MP),President and Vice President of the United States,"NADER, RALPH",0
GER-WADS 9415 (MP),President and Vice President of the United States,None Of These Candidates,0
GER-WADS 9415 (MP),President and Vice President of the United States,"Obama, Barack",0
GER-WADS 9509 (MP),President and Vice President of the United States,"Baldwin, Chuck",
GER-WADS 9509 (MP),President and Vice President of the United States,"Barr, Bob",
GER-WADS 9509 (MP),President and Vice President of the United States,"McCain, John",
GER-WADS 9509 (MP),President and Vice President of the United States,"McKinney, Cynthia",
GER-WADS 9509 (MP),President and Vice President of the United States,"NADER, RALPH",
GER-WADS 9509 (MP),President and Vice President of the United States,None Of These Candidates,
GER-WADS 9509 (MP),President and Vice President of the United States,"Obama, Barack",
GER-WADS 9521 (MP),President and Vice President of the United States,"Baldwin, Chuck",0
GER-WADS 9521 (MP),President and Vice President of the United States,"Barr, Bob",0
GER-WADS 9521 (MP),President and Vice President of the United States,"McCain, John",0
GER-WADS 9521 (MP),President and Vice President of the United States,"McKinney, Cynthia",0
GER-WADS 9521 (MP),President and Vice President of the United States,"NADER, RALPH",0
GER-WADS 9521 (MP),President and Vice President of the United States,None Of These Candidates,0
GER-WADS 9521 (MP),President and Vice President of the United States,"Obama, Barack",0
INCLINE VILLAGE 8104,President and Vice President of the United States,"Baldwin, Chuck",1
INCLINE VILLAGE 8104,President and Vice President of the United States,"Barr, Bob",9
INCLINE VILLAGE 8104,President and Vice President of the United States,"McCain, John",286
INCLINE VILLAGE 8104,President and Vice President of the United States,"McKinney, Cynthia",0
