precinct,office,candidate,votes
PRECINCT 1,County Comm. Seat A,"BLOYED, DARIN M.",503
PRECINCT 1,County Comm. Seat B,"GILDER, MICHELLE",218
PRECINCT 1,County Comm. Seat B,"IRWIN, PAT",379
PRECINCT 1,"District Court Judge, District 6, Department  2","MAHER, O. KENT",192
PRECINCT 1,"District Court Judge, District 6, Department  2","MONTERO, MICHAEL",398
PRECINCT 1,Lovelock Meadows Water District - vf 2,"BRIDGES, DON",232
PRECINCT 1,Lovelock Meadows Water District - vf 2,"CHRISTOFFERSON, LYNN M.",358
PRECINCT 1,Lovelock Meadows Water District - vf 2,"PIERCE, KATHI",305
PRECINCT 1,President,"Baldwin, Chuck",4
PRECINCT 1,President,"Barr, Bob",2
PRECINCT 1,President,"McCain, John",397
PRECINCT 1,President,"McKinney, Cynthia",1
PRECINCT 1,President,"NADER, RALPH",5
PRECINCT 1,President,None Of These Candidates,8
PRECINCT 1,President,"Obama, Barack",193
PRECINCT 1,School Dist. Board of Trustees Seat B,"GORSLINE, WILLIAM ""BILL""",527
PRECINCT 1,School Dist. Board of Trustees Seat E,"CRIM, JOE",441
PRECINCT 1,School Dist. Board of Trustees Seat E,"SHANK, JOHN W.",138
PRECINCT 1,"State Assembly, District 35","GOICOECHEA, PETE",399
PRECINCT 1,"State Assembly, District 35","KING, RACHEL MARIE",196
PRECINCT 1,"State Senate, Rural Senatorial District","HANSEN, JANINE",180
PRECINCT 1,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",405
PRECINCT 1,"Supreme Court Justice, Seat B",None Of These Candidates,91
PRECINCT 1,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",273
PRECINCT 1,"Supreme Court Justice, Seat B","Schumacher, Deborah",223
PRECINCT 1,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",132
PRECINCT 1,"Supreme Court Justice, Seat D","Gibbons, Mark",291
PRECINCT 1,"Supreme Court Justice, Seat D",None Of These Candidates,147
PRECINCT 1,"U.S. Representative in Congress, District 2","Bergland, Craig",6
PRECINCT 1,"U.S. Representative in Congress, District 2","DERBY, JILL",196
PRECINCT 1,"U.S. Representative in Congress, District 2","Everhart, John",25
PRECINCT 1,"U.S. Representative in Congress, District 2","HELLER, DEAN",372
PRECINCT 1,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",4
PRECINCT 3,County Comm. Seat A,"BLOYED, DARIN M.",297
PRECINCT 3,County Comm. Seat B,"GILDER, MICHELLE",159
PRECINCT 3,County Comm. Seat B,"IRWIN, PAT",209
PRECINCT 3,"District Court Judge, District 6, Department  2","MAHER, O. KENT",148
PRECINCT 3,"District Court Judge, District 6, Department  2","MONTERO, MICHAEL",213
PRECINCT 3,Lovelock Meadows Water District - vf 2,"BRIDGES, DON",157
PRECINCT 3,Lovelock Meadows Water District - vf 2,"CHRISTOFFERSON, LYNN M.",242
PRECINCT 3,Lovelock Meadows Water District - vf 2,"PIERCE, KATHI",194
PRECINCT 3,Mayor LOVELOCK,"BIGGS, ROY",95
PRECINCT 3,Mayor LOVELOCK,"GILES, MICHAEL",249
PRECINCT 3,President,"Baldwin, Chuck",7
PRECINCT 3,President,"Barr, Bob",4
PRECINCT 3,President,"McCain, John",183
PRECINCT 3,President,"McKinney, Cynthia",2
PRECINCT 3,President,"NADER, RALPH",5
PRECINCT 3,President,None Of These Candidates,10
PRECINCT 3,President,"Obama, Barack",170
PRECINCT 3,School Dist. Board of Trustees Seat B,"GORSLINE, WILLIAM ""BILL""",316
PRECINCT 3,School Dist. Board of Trustees Seat E,"CRIM, JOE",272
