precinct,office,candidate,votes
PRECINCT 1,County Comm. Seat B (Democratic),"BRYANT, RICHARD D.",53
PRECINCT 1,County Comm. Seat B (Democratic),"BUNCH, GLENN",39
PRECINCT 1,"District Court Judge, District 5, Department  1 (Nonpartisan)","BECKETT, BOB",24
PRECINCT 1,"District Court Judge, District 5, Department  1 (Nonpartisan)","DAVIS, JOHN P.",125
PRECINCT 1,"District Court Judge, District 5, Department  1 (Nonpartisan)","ZLOTEK, MARLA",33
PRECINCT 1,"District Court Judge, District 5, Department  2 (Nonpartisan)","LANE, ROBERT W.",156
PRECINCT 1,Hospital Board Trustee 4 Yr Term (Nonpartisan),"FITZGERALD, TOM",143
PRECINCT 1,Hospital Board Trustee 4 Yr Term (Nonpartisan),"GAZAWAY, JOAN E.",155
PRECINCT 1,Hospital Board Trustee 4 Yr Term (Nonpartisan),"VADEN, DON R.",143
PRECINCT 1,School Trustee Seat INSIDE 2 yr (Nonpartisan),"PALMER, REUBEN ""TED""",140
PRECINCT 1,School Trustee Seat INSIDE 4 yr (Nonpartisan),"NIXON, MARK D.",149
PRECINCT 1,School Trustee Seat OUTSIDE 4 yr (Nonpartisan),"GLAZIER, DONNA J.",160
PRECINCT 1,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",50
PRECINCT 1,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",24
PRECINCT 1,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,30
PRECINCT 1,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",49
PRECINCT 1,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",28
PRECINCT 1,TV DISTRICT 1(2 YR) (Nonpartisan),"DUFF, LAURIE",146
PRECINCT 1,TV DISTRICT 1(4 YR) (Nonpartisan),"BOYLES, KAREN L.",147
PRECINCT 1,TV DISTRICT 1(4 YR) (Nonpartisan),"FITZGERALD, JAMES",145
PRECINCT 1,TV DISTRICT 1(4 YR) (Nonpartisan),"LATTIN, CALVIN",149
PRECINCT 1,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",71
PRECINCT 1,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",8
PRECINCT 10,County Comm. Seat B (Democratic),"BRYANT, RICHARD D.",0
PRECINCT 10,County Comm. Seat B (Democratic),"BUNCH, GLENN",0
PRECINCT 10,"District Court Judge, District 5, Department  1 (Nonpartisan)","BECKETT, BOB",0
PRECINCT 10,"District Court Judge, District 5, Department  1 (Nonpartisan)","DAVIS, JOHN P.",0
PRECINCT 10,"District Court Judge, District 5, Department  1 (Nonpartisan)","ZLOTEK, MARLA",0
PRECINCT 10,"District Court Judge, District 5, Department  2 (Nonpartisan)","LANE, ROBERT W.",0
