precinct,office,candidate,votes
Precinct 1,"U.S. Representative in Congress, District 2","Amodei, Mark E.",114
Precinct 1,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",6
Precinct 1,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",5
Precinct 1,"U.S. Representative in Congress, District 2","MARSHALL, KATE",52
Precinct 10,"U.S. Representative in Congress, District 2","Amodei, Mark E.",82
Precinct 10,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",7
Precinct 10,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
Precinct 10,"U.S. Representative in Congress, District 2","MARSHALL, KATE",24
Precinct 2,"U.S. Representative in Congress, District 2","Amodei, Mark E.",57
Precinct 2,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",3
Precinct 2,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",4
Precinct 2,"U.S. Representative in Congress, District 2","MARSHALL, KATE",37
Precinct 3,"U.S. Representative in Congress, District 2","Amodei, Mark E.",67
Precinct 3,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",3
Precinct 3,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",6
Precinct 3,"U.S. Representative in Congress, District 2","MARSHALL, KATE",44
Precinct 4,"U.S. Representative in Congress, District 2","Amodei, Mark E.",115
Precinct 4,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
Precinct 4,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",6
Precinct 4,"U.S. Representative in Congress, District 2","MARSHALL, KATE",57
Precinct 5,"U.S. Representative in Congress, District 2","Amodei, Mark E.",181
Precinct 5,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
Precinct 5,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",11
Precinct 5,"U.S. Representative in Congress, District 2","MARSHALL, KATE",62
Precinct 6,"U.S. Representative in Congress, District 2","Amodei, Mark E.",94
Precinct 6,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",3
Precinct 6,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",8
Precinct 6,"U.S. Representative in Congress, District 2","MARSHALL, KATE",51
Precinct 7,"U.S. Representative in Congress, District 2","Amodei, Mark E.",47
Precinct 7,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
Precinct 7,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",6
Precinct 7,"U.S. Representative in Congress, District 2","MARSHALL, KATE",26
Precinct 8,"U.S. Representative in Congress, District 2","Amodei, Mark E.",103
Precinct 8,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
Precinct 8,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",5
Precinct 8,"U.S. Representative in Congress, District 2","MARSHALL, KATE",15
Precinct 9,"U.S. Representative in Congress, District 2","Amodei, Mark E.",34
Precinct 9,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
Precinct 9,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
Precinct 9,"U.S. Representative in Congress, District 2","MARSHALL, KATE",33
Precinct 99,"U.S. Representative in Congress, District 2","Amodei, Mark E.",
Precinct 99,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
Precinct 99,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
Precinct 99,"U.S. Representative in Congress, District 2","MARSHALL, KATE",
