precinct,office,candidate,votes
Argenta 01,"U.S. Representative in Congress, District 2","Amodei, Mark E.",94
Argenta 01,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
Argenta 01,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",6
Argenta 01,"U.S. Representative in Congress, District 2","MARSHALL, KATE",26
Argenta 02,"U.S. Representative in Congress, District 2","Amodei, Mark E.",102
Argenta 02,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",6
Argenta 02,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",7
Argenta 02,"U.S. Representative in Congress, District 2","MARSHALL, KATE",27
Argenta 03,"U.S. Representative in Congress, District 2","Amodei, Mark E.",35
Argenta 03,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
Argenta 03,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",4
Argenta 03,"U.S. Representative in Congress, District 2","MARSHALL, KATE",11
Argenta 04,"U.S. Representative in Congress, District 2","Amodei, Mark E.",114
Argenta 04,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",5
Argenta 04,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",12
Argenta 04,"U.S. Representative in Congress, District 2","MARSHALL, KATE",24
Argenta 05,"U.S. Representative in Congress, District 2","Amodei, Mark E.",99
Argenta 05,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
Argenta 05,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",6
Argenta 05,"U.S. Representative in Congress, District 2","MARSHALL, KATE",12
Austin 07,"U.S. Representative in Congress, District 2","Amodei, Mark E.",60
Austin 07,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",7
Austin 07,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",8
Austin 07,"U.S. Representative in Congress, District 2","MARSHALL, KATE",15
Gillman Springs Ranch 08,"U.S. Representative in Congress, District 2","Amodei, Mark E.",9
Gillman Springs Ranch 08,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
Gillman Springs Ranch 08,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",1
Gillman Springs Ranch 08,"U.S. Representative in Congress, District 2","MARSHALL, KATE",2
Kingston 09,"U.S. Representative in Congress, District 2","Amodei, Mark E.",40
Kingston 09,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
Kingston 09,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",6
Kingston 09,"U.S. Representative in Congress, District 2","MARSHALL, KATE",12
Precinct 99,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
Precinct 99,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
Precinct 99,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
Precinct 99,"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
Southern Lander County 06,"U.S. Representative in Congress, District 2","Amodei, Mark E.",44
Southern Lander County 06,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
Southern Lander County 06,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
Southern Lander County 06,"U.S. Representative in Congress, District 2","MARSHALL, KATE",2
