precinct,office,candidate,votes
Precinct 1,"U.S. Representative in Congress, District 2","Amodei, Mark E.",61
Precinct 1,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",3
Precinct 1,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",2
Precinct 1,"U.S. Representative in Congress, District 2","MARSHALL, KATE",13
Precinct 10,"U.S. Representative in Congress, District 2","Amodei, Mark E.",130
Precinct 10,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",5
Precinct 10,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",1
Precinct 10,"U.S. Representative in Congress, District 2","MARSHALL, KATE",43
Precinct 11,"U.S. Representative in Congress, District 2","Amodei, Mark E.",83
Precinct 11,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
Precinct 11,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",1
Precinct 11,"U.S. Representative in Congress, District 2","MARSHALL, KATE",11
Precinct 12,"U.S. Representative in Congress, District 2","Amodei, Mark E.",162
Precinct 12,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
Precinct 12,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",3
Precinct 12,"U.S. Representative in Congress, District 2","MARSHALL, KATE",37
Precinct 13,"U.S. Representative in Congress, District 2","Amodei, Mark E.",51
Precinct 13,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",3
Precinct 13,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",2
Precinct 13,"U.S. Representative in Congress, District 2","MARSHALL, KATE",5
Precinct 14,"U.S. Representative in Congress, District 2","Amodei, Mark E.",136
Precinct 14,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",5
Precinct 14,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",3
Precinct 14,"U.S. Representative in Congress, District 2","MARSHALL, KATE",32
Precinct 15,"U.S. Representative in Congress, District 2","Amodei, Mark E.",46
Precinct 15,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",7
Precinct 15,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",7
Precinct 15,"U.S. Representative in Congress, District 2","MARSHALL, KATE",20
Precinct 16,"U.S. Representative in Congress, District 2","Amodei, Mark E.",57
Precinct 16,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",5
Precinct 16,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",1
Precinct 16,"U.S. Representative in Congress, District 2","MARSHALL, KATE",12
Precinct 17,"U.S. Representative in Congress, District 2","Amodei, Mark E.",
Precinct 17,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
Precinct 17,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
Precinct 17,"U.S. Representative in Congress, District 2","MARSHALL, KATE",
Precinct 18,"U.S. Representative in Congress, District 2","Amodei, Mark E.",53
Precinct 18,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
Precinct 18,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
Precinct 18,"U.S. Representative in Congress, District 2","MARSHALL, KATE",11
Precinct 19,"U.S. Representative in Congress, District 2","Amodei, Mark E.",63
Precinct 19,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
Precinct 19,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",2
Precinct 19,"U.S. Representative in Congress, District 2","MARSHALL, KATE",13
Precinct 2,"U.S. Representative in Congress, District 2","Amodei, Mark E.",44
Precinct 2,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
Precinct 2,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",3
Precinct 2,"U.S. Representative in Congress, District 2","MARSHALL, KATE",22
Precinct 20,"U.S. Representative in Congress, District 2","Amodei, Mark E.",44
Precinct 20,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
Precinct 20,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",4
Precinct 20,"U.S. Representative in Congress, District 2","MARSHALL, KATE",14
Precinct 21,"U.S. Representative in Congress, District 2","Amodei, Mark E.",5
Precinct 21,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
Precinct 21,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
Precinct 21,"U.S. Representative in Congress, District 2","MARSHALL, KATE",7
Precinct 22,"U.S. Representative in Congress, District 2","Amodei, Mark E.",187
Precinct 22,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",7
Precinct 22,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",7
Precinct 22,"U.S. Representative in Congress, District 2","MARSHALL, KATE",48
Precinct 23,"U.S. Representative in Congress, District 2","Amodei, Mark E.",196
Precinct 23,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",8
Precinct 23,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",4
Precinct 23,"U.S. Representative in Congress, District 2","MARSHALL, KATE",51
Precinct 24,"U.S. Representative in Congress, District 2","Amodei, Mark E.",103
Precinct 24,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",2
Precinct 24,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",10
Precinct 24,"U.S. Representative in Congress, District 2","MARSHALL, KATE",19
Precinct 25,"U.S. Representative in Congress, District 2","Amodei, Mark E.",128
Precinct 25,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",2
Precinct 25,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",4
Precinct 25,"U.S. Representative in Congress, District 2","MARSHALL, KATE",32
Precinct 26,"U.S. Representative in Congress, District 2","Amodei, Mark E.",163
Precinct 26,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",5
Precinct 26,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",5
Precinct 26,"U.S. Representative in Congress, District 2","MARSHALL, KATE",39
Precinct 27,"U.S. Representative in Congress, District 2","Amodei, Mark E.",97
Precinct 27,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",6
Precinct 27,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",2
Precinct 27,"U.S. Representative in Congress, District 2","MARSHALL, KATE",9
Precinct 28,"U.S. Representative in Congress, District 2","Amodei, Mark E.",25
Precinct 28,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
Precinct 28,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",2
Precinct 28,"U.S. Representative in Congress, District 2","MARSHALL, KATE",9
Precinct 29,"U.S. Representative in Congress, District 2","Amodei, Mark E.",12
Precinct 29,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
Precinct 29,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",7
Precinct 29,"U.S. Representative in Congress, District 2","MARSHALL, KATE",45
Precinct 3,"U.S. Representative in Congress, District 2","Amodei, Mark E.",125
Precinct 3,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
Precinct 3,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",9
