precinct,office,candidate,votes
FOC,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
FOC,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
FOC,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
FOC,"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
GER-WADS 7412,"U.S. Representative in Congress, District 2","Amodei, Mark E.",45
GER-WADS 7412,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",2
GER-WADS 7412,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",8
GER-WADS 7412,"U.S. Representative in Congress, District 2","MARSHALL, KATE",47
GER-WADS 7422 (MP),"U.S. Representative in Congress, District 2","Amodei, Mark E.",
GER-WADS 7422 (MP),"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
GER-WADS 7422 (MP),"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
GER-WADS 7422 (MP),"U.S. Representative in Congress, District 2","MARSHALL, KATE",
GER-WADS 7423,"U.S. Representative in Congress, District 2","Amodei, Mark E.",2
GER-WADS 7423,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",2
GER-WADS 7423,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",3
GER-WADS 7423,"U.S. Representative in Congress, District 2","MARSHALL, KATE",11
GER-WADS 7521 (MP),"U.S. Representative in Congress, District 2","Amodei, Mark E.",23
GER-WADS 7521 (MP),"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
GER-WADS 7521 (MP),"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",1
GER-WADS 7521 (MP),"U.S. Representative in Congress, District 2","MARSHALL, KATE",10
GER-WADS 7522 (MP),"U.S. Representative in Congress, District 2","Amodei, Mark E.",33
GER-WADS 7522 (MP),"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",2
GER-WADS 7522 (MP),"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",6
GER-WADS 7522 (MP),"U.S. Representative in Congress, District 2","MARSHALL, KATE",18
GER-WADS 7531 (MP),"U.S. Representative in Congress, District 2","Amodei, Mark E.",
GER-WADS 7531 (MP),"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
GER-WADS 7531 (MP),"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
GER-WADS 7531 (MP),"U.S. Representative in Congress, District 2","MARSHALL, KATE",
GER-WADS 9400 (MP),"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
GER-WADS 9400 (MP),"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
GER-WADS 9400 (MP),"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
GER-WADS 9400 (MP),"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
GER-WADS 9404 (MP),"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
GER-WADS 9404 (MP),"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
GER-WADS 9404 (MP),"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
GER-WADS 9404 (MP),"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
GER-WADS 9405 (MP),"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
GER-WADS 9405 (MP),"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
GER-WADS 9405 (MP),"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
GER-WADS 9405 (MP),"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
GER-WADS 9406 (MP),"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
GER-WADS 9406 (MP),"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
GER-WADS 9406 (MP),"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
