precinct,office,candidate,votes
1347 - HEN,"U.S. Representative in Congress, District 2","Amodei, Mark E.",30
1347 - HEN,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
1347 - HEN,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
1347 - HEN,"U.S. Representative in Congress, District 2","MARSHALL, KATE",23
1361 - County,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
1361 - County,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
1361 - County,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
1361 - County,"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
1365 - County,"U.S. Representative in Congress, District 2","Amodei, Mark E.",
1365 - County,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
1365 - County,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
1365 - County,"U.S. Representative in Congress, District 2","MARSHALL, KATE",
1370 - County,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
1370 - County,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
1370 - County,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
1370 - County,"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
1371 - County,"U.S. Representative in Congress, District 2","Amodei, Mark E.",
1371 - County,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
1371 - County,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
1371 - County,"U.S. Representative in Congress, District 2","MARSHALL, KATE",
1373 - County,"U.S. Representative in Congress, District 2","Amodei, Mark E.",
1373 - County,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
1373 - County,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
1373 - County,"U.S. Representative in Congress, District 2","MARSHALL, KATE",
1374 - County,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
1374 - County,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
1374 - County,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
1374 - County,"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
1375 - County,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
1375 - County,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
1375 - County,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
1375 - County,"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
1376 - County,"U.S. Representative in Congress, District 2","Amodei, Mark E.",
1376 - County,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
1376 - County,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
1376 - County,"U.S. Representative in Congress, District 2","MARSHALL, KATE",
1377 - County,"U.S. Representative in Congress, District 2","Amodei, Mark E.",
1377 - County,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
1377 - County,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
1377 - County,"U.S. Representative in Congress, District 2","MARSHALL, KATE",
1378 - County,"U.S. Representative in Congress, District 2","Amodei, Mark E.",
1378 - County,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
1378 - County,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
1378 - County,"U.S. Representative in Congress, District 2","MARSHALL, KATE",
1379 - County,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
1379 - County,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
