precinct,office,candidate,votes
PRECINCT 1,"U.S. Representative in Congress, District 2","Amodei, Mark E.",75
PRECINCT 1,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",5
PRECINCT 1,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",12
PRECINCT 1,"U.S. Representative in Congress, District 2","MARSHALL, KATE",55
PRECINCT 10,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
PRECINCT 10,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
PRECINCT 10,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
PRECINCT 10,"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
PRECINCT 11,"U.S. Representative in Congress, District 2","Amodei, Mark E.",
PRECINCT 11,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
PRECINCT 11,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
PRECINCT 11,"U.S. Representative in Congress, District 2","MARSHALL, KATE",
PRECINCT 12,"U.S. Representative in Congress, District 2","Amodei, Mark E.",
PRECINCT 12,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
PRECINCT 12,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
PRECINCT 12,"U.S. Representative in Congress, District 2","MARSHALL, KATE",
PRECINCT 13,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
PRECINCT 13,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
PRECINCT 13,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
PRECINCT 13,"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
PRECINCT 14,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
PRECINCT 14,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
PRECINCT 14,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
PRECINCT 14,"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
PRECINCT 15,"U.S. Representative in Congress, District 2","Amodei, Mark E.",11
PRECINCT 15,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
PRECINCT 15,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",3
PRECINCT 15,"U.S. Representative in Congress, District 2","MARSHALL, KATE",3
PRECINCT 2,"U.S. Representative in Congress, District 2","Amodei, Mark E.",107
PRECINCT 2,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",5
PRECINCT 2,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",5
PRECINCT 2,"U.S. Representative in Congress, District 2","MARSHALL, KATE",73
PRECINCT 3,"U.S. Representative in Congress, District 2","Amodei, Mark E.",
PRECINCT 3,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
PRECINCT 3,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
PRECINCT 3,"U.S. Representative in Congress, District 2","MARSHALL, KATE",
PRECINCT 4,"U.S. Representative in Congress, District 2","Amodei, Mark E.",101
PRECINCT 4,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",9
PRECINCT 4,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",10
PRECINCT 4,"U.S. Representative in Congress, District 2","MARSHALL, KATE",39
PRECINCT 5,"U.S. Representative in Congress, District 2","Amodei, Mark E.",244
PRECINCT 5,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",12
PRECINCT 5,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",21
PRECINCT 5,"U.S. Representative in Congress, District 2","MARSHALL, KATE",104
PRECINCT 6,"U.S. Representative in Congress, District 2","Amodei, Mark E.",112
PRECINCT 6,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",7
PRECINCT 6,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",16
PRECINCT 6,"U.S. Representative in Congress, District 2","MARSHALL, KATE",86
PRECINCT 7,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
PRECINCT 7,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
PRECINCT 7,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
PRECINCT 7,"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
PRECINCT 8,"U.S. Representative in Congress, District 2","Amodei, Mark E.",
PRECINCT 8,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
PRECINCT 8,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
PRECINCT 8,"U.S. Representative in Congress, District 2","MARSHALL, KATE",
PRECINCT 9,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
PRECINCT 9,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
PRECINCT 9,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
PRECINCT 9,"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
PRECINCT 99,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
PRECINCT 99,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
PRECINCT 99,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
PRECINCT 99,"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
