precinct,office,candidate,votes
Precinct 1,"U.S. Representative in Congress, District 2","Amodei, Mark E.",109
Precinct 1,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",8
Precinct 1,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",14
Precinct 1,"U.S. Representative in Congress, District 2","MARSHALL, KATE",50
Precinct 10,"U.S. Representative in Congress, District 2","Amodei, Mark E.",35
Precinct 10,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",2
Precinct 10,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",2
Precinct 10,"U.S. Representative in Congress, District 2","MARSHALL, KATE",38
Precinct 11,"U.S. Representative in Congress, District 2","Amodei, Mark E.",85
Precinct 11,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
Precinct 11,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",5
Precinct 11,"U.S. Representative in Congress, District 2","MARSHALL, KATE",6
Precinct 12,"U.S. Representative in Congress, District 2","Amodei, Mark E.",69
Precinct 12,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",2
Precinct 12,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",4
Precinct 12,"U.S. Representative in Congress, District 2","MARSHALL, KATE",10
Precinct 13,"U.S. Representative in Congress, District 2","Amodei, Mark E.",62
Precinct 13,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",9
Precinct 13,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",10
Precinct 13,"U.S. Representative in Congress, District 2","MARSHALL, KATE",28
Precinct 14,"U.S. Representative in Congress, District 2","Amodei, Mark E.",83
Precinct 14,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
Precinct 14,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",4
Precinct 14,"U.S. Representative in Congress, District 2","MARSHALL, KATE",17
Precinct 15,"U.S. Representative in Congress, District 2","Amodei, Mark E.",41
Precinct 15,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
Precinct 15,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",2
Precinct 15,"U.S. Representative in Congress, District 2","MARSHALL, KATE",9
Precinct 2,"U.S. Representative in Congress, District 2","Amodei, Mark E.",77
Precinct 2,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",2
Precinct 2,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",4
Precinct 2,"U.S. Representative in Congress, District 2","MARSHALL, KATE",66
Precinct 3,"U.S. Representative in Congress, District 2","Amodei, Mark E.",111
Precinct 3,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",7
Precinct 3,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",12
Precinct 3,"U.S. Representative in Congress, District 2","MARSHALL, KATE",63
Precinct 4,"U.S. Representative in Congress, District 2","Amodei, Mark E.",90
Precinct 4,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",2
Precinct 4,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",12
Precinct 4,"U.S. Representative in Congress, District 2","MARSHALL, KATE",37
Precinct 5,"U.S. Representative in Congress, District 2","Amodei, Mark E.",240
Precinct 5,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",3
Precinct 5,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",16
Precinct 5,"U.S. Representative in Congress, District 2","MARSHALL, KATE",120
Precinct 6,"U.S. Representative in Congress, District 2","Amodei, Mark E.",189
Precinct 6,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
Precinct 6,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",10
Precinct 6,"U.S. Representative in Congress, District 2","MARSHALL, KATE",59
Precinct 7,"U.S. Representative in Congress, District 2","Amodei, Mark E.",181
Precinct 7,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",7
Precinct 7,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",22
Precinct 7,"U.S. Representative in Congress, District 2","MARSHALL, KATE",56
Precinct 8,"U.S. Representative in Congress, District 2","Amodei, Mark E.",52
Precinct 8,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
Precinct 8,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",8
Precinct 8,"U.S. Representative in Congress, District 2","MARSHALL, KATE",6
Precinct 9,"U.S. Representative in Congress, District 2","Amodei, Mark E.",47
Precinct 9,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",3
Precinct 9,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",8
Precinct 9,"U.S. Representative in Congress, District 2","MARSHALL, KATE",15
Precinct 99,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
Precinct 99,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
Precinct 99,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
Precinct 99,"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
