precinct,office,candidate,votes
PRECINCT 1,"U.S. Representative in Congress, District 2","Amodei, Mark E.",100
PRECINCT 1,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
PRECINCT 1,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",7
PRECINCT 1,"U.S. Representative in Congress, District 2","MARSHALL, KATE",55
PRECINCT 10,"U.S. Representative in Congress, District 2","Amodei, Mark E.",
PRECINCT 10,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
PRECINCT 10,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
PRECINCT 10,"U.S. Representative in Congress, District 2","MARSHALL, KATE",
PRECINCT 11,"U.S. Representative in Congress, District 2","Amodei, Mark E.",15
PRECINCT 11,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
PRECINCT 11,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",6
PRECINCT 11,"U.S. Representative in Congress, District 2","MARSHALL, KATE",48
PRECINCT 12,"U.S. Representative in Congress, District 2","Amodei, Mark E.",67
PRECINCT 12,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
PRECINCT 12,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",9
PRECINCT 12,"U.S. Representative in Congress, District 2","MARSHALL, KATE",25
PRECINCT 2,"U.S. Representative in Congress, District 2","Amodei, Mark E.",71
PRECINCT 2,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
PRECINCT 2,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",10
PRECINCT 2,"U.S. Representative in Congress, District 2","MARSHALL, KATE",50
PRECINCT 3,"U.S. Representative in Congress, District 2","Amodei, Mark E.",45
PRECINCT 3,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",6
PRECINCT 3,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",3
PRECINCT 3,"U.S. Representative in Congress, District 2","MARSHALL, KATE",24
PRECINCT 4,"U.S. Representative in Congress, District 2","Amodei, Mark E.",35
PRECINCT 4,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",5
PRECINCT 4,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",9
PRECINCT 4,"U.S. Representative in Congress, District 2","MARSHALL, KATE",19
PRECINCT 5,"U.S. Representative in Congress, District 2","Amodei, Mark E.",55
PRECINCT 5,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",10
PRECINCT 5,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",11
PRECINCT 5,"U.S. Representative in Congress, District 2","MARSHALL, KATE",37
PRECINCT 6,"U.S. Representative in Congress, District 2","Amodei, Mark E.",58
PRECINCT 6,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",7
PRECINCT 6,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",13
PRECINCT 6,"U.S. Representative in Congress, District 2","MARSHALL, KATE",44
PRECINCT 7,"U.S. Representative in Congress, District 2","Amodei, Mark E.",19
PRECINCT 7,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
PRECINCT 7,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",1
PRECINCT 7,"U.S. Representative in Congress, District 2","MARSHALL, KATE",6
PRECINCT 8,"U.S. Representative in Congress, District 2","Amodei, Mark E.",7
PRECINCT 8,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
PRECINCT 8,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",1
PRECINCT 8,"U.S. Representative in Congress, District 2","MARSHALL, KATE",2
PRECINCT 9,"U.S. Representative in Congress, District 2","Amodei, Mark E.",41
PRECINCT 9,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",9
PRECINCT 9,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",10
PRECINCT 9,"U.S. Representative in Congress, District 2","MARSHALL, KATE",25
PRECINCT 99,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
PRECINCT 99,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
PRECINCT 99,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
PRECINCT 99,"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
