precinct,office,candidate,votes
Precinct 1,"U.S. Representative in Congress, District 2","Amodei, Mark E.",89
Precinct 1,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
Precinct 1,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",3
Precinct 1,"U.S. Representative in Congress, District 2","MARSHALL, KATE",22
Precinct 2,"U.S. Representative in Congress, District 2","Amodei, Mark E.",98
Precinct 2,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",2
Precinct 2,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",2
Precinct 2,"U.S. Representative in Congress, District 2","MARSHALL, KATE",19
Precinct 3,"U.S. Representative in Congress, District 2","Amodei, Mark E.",45
Precinct 3,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",8
Precinct 3,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",2
Precinct 3,"U.S. Representative in Congress, District 2","MARSHALL, KATE",11
Precinct 4,"U.S. Representative in Congress, District 2","Amodei, Mark E.",40
Precinct 4,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",2
Precinct 4,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",5
Precinct 4,"U.S. Representative in Congress, District 2","MARSHALL, KATE",17
Precinct 99,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
Precinct 99,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
Precinct 99,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
Precinct 99,"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
