precinct,office,candidate,votes
Precinct 01,"U.S. Representative in Congress, District 2","Amodei, Mark E.",174
Precinct 01,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",14
Precinct 01,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",9
Precinct 01,"U.S. Representative in Congress, District 2","MARSHALL, KATE",62
Precinct 02,"U.S. Representative in Congress, District 2","Amodei, Mark E.",94
Precinct 02,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",7
Precinct 02,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",6
Precinct 02,"U.S. Representative in Congress, District 2","MARSHALL, KATE",47
Precinct 03,"U.S. Representative in Congress, District 2","Amodei, Mark E.",114
Precinct 03,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",10
Precinct 03,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",10
Precinct 03,"U.S. Representative in Congress, District 2","MARSHALL, KATE",52
Precinct 04,"U.S. Representative in Congress, District 2","Amodei, Mark E.",89
Precinct 04,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
Precinct 04,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",15
Precinct 04,"U.S. Representative in Congress, District 2","MARSHALL, KATE",43
Precinct 05,"U.S. Representative in Congress, District 2","Amodei, Mark E.",99
Precinct 05,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",5
Precinct 05,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",9
Precinct 05,"U.S. Representative in Congress, District 2","MARSHALL, KATE",58
Precinct 06,"U.S. Representative in Congress, District 2","Amodei, Mark E.",109
Precinct 06,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
Precinct 06,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",8
Precinct 06,"U.S. Representative in Congress, District 2","MARSHALL, KATE",48
Precinct 07,"U.S. Representative in Congress, District 2","Amodei, Mark E.",217
Precinct 07,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",6
Precinct 07,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",9
Precinct 07,"U.S. Representative in Congress, District 2","MARSHALL, KATE",77
Precinct 08,"U.S. Representative in Congress, District 2","Amodei, Mark E.",98
Precinct 08,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",10
Precinct 08,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",6
Precinct 08,"U.S. Representative in Congress, District 2","MARSHALL, KATE",37
Precinct 09,"U.S. Representative in Congress, District 2","Amodei, Mark E.",148
Precinct 09,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",6
Precinct 09,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",11
Precinct 09,"U.S. Representative in Congress, District 2","MARSHALL, KATE",34
Precinct 10,"U.S. Representative in Congress, District 2","Amodei, Mark E.",233
Precinct 10,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",7
Precinct 10,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",15
Precinct 10,"U.S. Representative in Congress, District 2","MARSHALL, KATE",70
Precinct 11,"U.S. Representative in Congress, District 2","Amodei, Mark E.",224
Precinct 11,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",13
Precinct 11,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",12
Precinct 11,"U.S. Representative in Congress, District 2","MARSHALL, KATE",63
Precinct 12,"U.S. Representative in Congress, District 2","Amodei, Mark E.",93
Precinct 12,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",7
Precinct 12,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",7
Precinct 12,"U.S. Representative in Congress, District 2","MARSHALL, KATE",20
Precinct 13,"U.S. Representative in Congress, District 2","Amodei, Mark E.",144
Precinct 13,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",5
Precinct 13,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",7
Precinct 13,"U.S. Representative in Congress, District 2","MARSHALL, KATE",32
Precinct 14,"U.S. Representative in Congress, District 2","Amodei, Mark E.",178
Precinct 14,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",10
Precinct 14,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",9
Precinct 14,"U.S. Representative in Congress, District 2","MARSHALL, KATE",46
Precinct 15,"U.S. Representative in Congress, District 2","Amodei, Mark E.",198
Precinct 15,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",6
Precinct 15,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",9
Precinct 15,"U.S. Representative in Congress, District 2","MARSHALL, KATE",44
Precinct 16,"U.S. Representative in Congress, District 2","Amodei, Mark E.",101
Precinct 16,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
Precinct 16,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",7
Precinct 16,"U.S. Representative in Congress, District 2","MARSHALL, KATE",40
Precinct 17,"U.S. Representative in Congress, District 2","Amodei, Mark E.",247
Precinct 17,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",25
