precinct,office,candidate,votes
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2","Amodei, Mark E.",77
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",7
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",6
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2","MARSHALL, KATE",29
BEATTY 01,"U.S. Representative in Congress, District 2","Amodei, Mark E.",62
BEATTY 01,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",5
BEATTY 01,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",5
BEATTY 01,"U.S. Representative in Congress, District 2","MARSHALL, KATE",29
CURRANT 02,"U.S. Representative in Congress, District 2","Amodei, Mark E.",24
CURRANT 02,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
CURRANT 02,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
CURRANT 02,"U.S. Representative in Congress, District 2","MARSHALL, KATE",3
DUCKWATER 03,"U.S. Representative in Congress, District 2","Amodei, Mark E.",7
DUCKWATER 03,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",2
DUCKWATER 03,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",3
DUCKWATER 03,"U.S. Representative in Congress, District 2","MARSHALL, KATE",18
FORTY BAR 18,"U.S. Representative in Congress, District 2","Amodei, Mark E.",7
FORTY BAR 18,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",2
FORTY BAR 18,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",2
FORTY BAR 18,"U.S. Representative in Congress, District 2","MARSHALL, KATE",14
GABBS 04,"U.S. Representative in Congress, District 2","Amodei, Mark E.",49
GABBS 04,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",3
GABBS 04,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",9
GABBS 04,"U.S. Representative in Congress, District 2","MARSHALL, KATE",24
IONE 05,"U.S. Representative in Congress, District 2","Amodei, Mark E.",
IONE 05,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
IONE 05,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
IONE 05,"U.S. Representative in Congress, District 2","MARSHALL, KATE",
MANHATTAN 07,"U.S. Representative in Congress, District 2","Amodei, Mark E.",23
MANHATTAN 07,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",3
MANHATTAN 07,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",1
MANHATTAN 07,"U.S. Representative in Congress, District 2","MARSHALL, KATE",4
MERCURY 08,"U.S. Representative in Congress, District 2","Amodei, Mark E.",
MERCURY 08,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",
MERCURY 08,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",
MERCURY 08,"U.S. Representative in Congress, District 2","MARSHALL, KATE",
PAHRUMP 09,"U.S. Representative in Congress, District 2","Amodei, Mark E.",173
PAHRUMP 09,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",7
PAHRUMP 09,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",10
PAHRUMP 09,"U.S. Representative in Congress, District 2","MARSHALL, KATE",74
PAHRUMP 10,"U.S. Representative in Congress, District 2","Amodei, Mark E.",56
PAHRUMP 10,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",4
PAHRUMP 10,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",3
PAHRUMP 10,"U.S. Representative in Congress, District 2","MARSHALL, KATE",25
PAHRUMP 11,"U.S. Representative in Congress, District 2","Amodei, Mark E.",73
PAHRUMP 11,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
PAHRUMP 11,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",6
PAHRUMP 11,"U.S. Representative in Congress, District 2","MARSHALL, KATE",36
PAHRUMP 16,"U.S. Representative in Congress, District 2","Amodei, Mark E.",94
PAHRUMP 16,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",7
PAHRUMP 16,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",9
PAHRUMP 16,"U.S. Representative in Congress, District 2","MARSHALL, KATE",56
PAHRUMP 17,"U.S. Representative in Congress, District 2","Amodei, Mark E.",100
PAHRUMP 17,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",3
PAHRUMP 17,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",5
PAHRUMP 17,"U.S. Representative in Congress, District 2","MARSHALL, KATE",68
PAHRUMP 19,"U.S. Representative in Congress, District 2","Amodei, Mark E.",218
PAHRUMP 19,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",9
PAHRUMP 19,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",11
PAHRUMP 19,"U.S. Representative in Congress, District 2","MARSHALL, KATE",127
PAHRUMP 20,"U.S. Representative in Congress, District 2","Amodei, Mark E.",67
PAHRUMP 20,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",3
PAHRUMP 20,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",5
PAHRUMP 20,"U.S. Representative in Congress, District 2","MARSHALL, KATE",22
PAHRUMP 21,"U.S. Representative in Congress, District 2","Amodei, Mark E.",120
PAHRUMP 21,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",1
PAHRUMP 21,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",6
PAHRUMP 21,"U.S. Representative in Congress, District 2","MARSHALL, KATE",72
PAHRUMP 22,"U.S. Representative in Congress, District 2","Amodei, Mark E.",86
PAHRUMP 22,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",5
PAHRUMP 22,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",2
PAHRUMP 22,"U.S. Representative in Congress, District 2","MARSHALL, KATE",63
PAHRUMP 23,"U.S. Representative in Congress, District 2","Amodei, Mark E.",45
PAHRUMP 23,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",3
PAHRUMP 23,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",2
PAHRUMP 23,"U.S. Representative in Congress, District 2","MARSHALL, KATE",27
PAHRUMP 24,"U.S. Representative in Congress, District 2","Amodei, Mark E.",119
PAHRUMP 24,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",5
PAHRUMP 24,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",5
PAHRUMP 24,"U.S. Representative in Congress, District 2","MARSHALL, KATE",63
PAHRUMP 25,"U.S. Representative in Congress, District 2","Amodei, Mark E.",122
