precinct,office,candidate,votes
PRECINCT 1,Attorney General (Republican),"Barrick, Travis",49
PRECINCT 1,Attorney General (Republican),"Hafter, Jacob",22
PRECINCT 1,Attorney General (Republican),None Of These Candidates,35
PRECINCT 1,Clerk/Treasurer (Republican),"GEORGE, CHERRIE A.",70
PRECINCT 1,Clerk/Treasurer (Republican),"GILBERT, DEBRA L.",37
PRECINCT 1,Governor (Democratic),"Conquest, Frederick L.",19
PRECINCT 1,Governor (Democratic),None Of These Candidates,40
PRECINCT 1,Governor (Democratic),"Reid, Rory",29
PRECINCT 1,Governor (Republican),"Atwood, Tony",1
PRECINCT 1,Governor (Republican),"GIBBONS, JIM",39
PRECINCT 1,Governor (Republican),"Lusak, Stanleigh Harold",2
PRECINCT 1,Governor (Republican),"Montandon, Michael L.",2
PRECINCT 1,Governor (Republican),None Of These Candidates,6
PRECINCT 1,Governor (Republican),"Sandoval, Brian",61
PRECINCT 1,HAWTHORNE Township Constable (Nonpartisan),"SCHAAF, GARY",179
PRECINCT 1,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",10
PRECINCT 1,Lieutenant Governor (Democratic),"Murad, Paul",6
PRECINCT 1,Lieutenant Governor (Democratic),None Of These Candidates,22
PRECINCT 1,Lieutenant Governor (Democratic),"Randazzo, Robert S.",4
PRECINCT 1,Lieutenant Governor (Democratic),"Sferrazza, Jessica",47
PRECINCT 1,Lieutenant Governor (Republican),"Krolicki, Brian",90
PRECINCT 1,Lieutenant Governor (Republican),None Of These Candidates,8
PRECINCT 1,Lieutenant Governor (Republican),"Woollen, Barbara Lee",11
PRECINCT 1,MINERAL COUNTY School Trustee Seat INSIDE (Nonpartisan),"QUALLS, HUGH",154
PRECINCT 1,MINERAL COUNTY School Trustee Seat OUTSIDE (Nonpartisan),"ESSENPREIS, SANDRA",162
PRECINCT 1,MINERAL COUNTY School Trustee Seat OUTSIDE (Nonpartisan),"GLAZIER, MICHELLE (BISIAUX)",164
PRECINCT 1,Sheriff - MINERAL - NP (Nonpartisan),"DEMARS, REO LYNN",18
PRECINCT 1,Sheriff - MINERAL - NP (Nonpartisan),"DILLARD, MIKE",156
PRECINCT 1,Sheriff - MINERAL - NP (Nonpartisan),"STROMATT, RICHARD H.",44
PRECINCT 1,"State Assembly, District 36 (Democratic)","HIBBLE, RON",47
PRECINCT 1,"State Assembly, District 36 (Democratic)","SCHIFFMAN, HARRY J.",22
PRECINCT 1,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",162
PRECINCT 1,State Controller (Republican),"Dagani, Gregory Nance",30
PRECINCT 1,State Controller (Republican),"Herr, Barry",36
PRECINCT 1,State Controller (Republican),None Of These Candidates,41
PRECINCT 1,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",7
PRECINCT 1,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",41
PRECINCT 1,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",24
PRECINCT 1,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",13
PRECINCT 1,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",94
PRECINCT 1,U.S. Senate (Democratic),"Hamilton, Eduardo ""Mr. Clean""",4
