precinct,office,candidate,votes
Precinct 1,Attorney General (Republican),"Barrick, Travis",47
Precinct 1,Attorney General (Republican),"Hafter, Jacob",29
Precinct 1,Attorney General (Republican),None Of These Candidates,31
Precinct 1,Governor (Democratic),"Conquest, Frederick L.",32
Precinct 1,Governor (Democratic),None Of These Candidates,16
Precinct 1,Governor (Democratic),"Reid, Rory",21
Precinct 1,Governor (Republican),"Atwood, Tony",4
Precinct 1,Governor (Republican),"GIBBONS, JIM",28
Precinct 1,Governor (Republican),"Lusak, Stanleigh Harold",0
Precinct 1,Governor (Republican),"Montandon, Michael L.",17
Precinct 1,Governor (Republican),None Of These Candidates,7
Precinct 1,Governor (Republican),"Sandoval, Brian",63
Precinct 1,"Hospital Board of Trustees, Seat 1 (Nonpartisan)","GIANOLI, JULIE",201
Precinct 1,"Hospital Board of Trustees, Seat 2 (Nonpartisan)","CARSON, PAULA",195
Precinct 1,"Hospital Board of Trustees, Seat 4 (Nonpartisan)","LEONI, DANIEL L.",186
Precinct 1,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",20
Precinct 1,Lieutenant Governor (Democratic),"Murad, Paul",13
Precinct 1,Lieutenant Governor (Democratic),None Of These Candidates,19
Precinct 1,Lieutenant Governor (Democratic),"Randazzo, Robert S.",8
Precinct 1,Lieutenant Governor (Democratic),"Sferrazza, Jessica",24
Precinct 1,Lieutenant Governor (Republican),"Krolicki, Brian",76
Precinct 1,Lieutenant Governor (Republican),None Of These Candidates,16
Precinct 1,Lieutenant Governor (Republican),"Woollen, Barbara Lee",26
Precinct 1,School Board Trustee Seat B (Nonpartisan),"MANGUM, RORY L. ""PETE""",199
Precinct 1,"School Board Trustee, Seat A (Nonpartisan)","HUNT, LORI A.",196
Precinct 1,"School Board Trustee, Seat E (Nonpartisan)","HIBBS, MATTHEW",191
Precinct 1,Sheriff - WHITE PINE COUNTY (Nonpartisan),"WATTS, DAN",204
Precinct 1,Soil Conservation Seat AA (Nonpartisan),"HORSLEY, RONALD",195
Precinct 1,Soil Conservation Seat CC (Nonpartisan),"CONGER, DAVID",192
Precinct 1,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",185
