precinct,office,candidate,votes
Argenta 01,Attorney General,"Barrick, Travis",150
Argenta 01,Attorney General,"CORTEZ MASTO, CATHERINE",113
Argenta 01,Attorney General,"Hansen, Joel F.",46
Argenta 01,Attorney General,None Of These Candidates,18
Argenta 01,COUNTY ASSESSOR,"DUVALL, LURA",293
Argenta 01,COUNTY CLERK,"GRAY, MARY ANN",142
Argenta 01,COUNTY CLERK,"SULLIVAN, SADIE",183
Argenta 01,County Comm Dist. NO. 1 (CW),"GARNER, BRIAN",159
Argenta 01,County Comm Dist. NO. 1 (CW),"KESTER, BOB",163
Argenta 01,County Comm Dist. NO. 2 (CW),"BULLOCK, DEAN",271
Argenta 01,County Comm Dist. NO. 2 (CW),"LAPEIRE, JUAN",53
Argenta 01,County Comm Dist. NO. 5 (CW),"ITZA, DAVID",164
Argenta 01,County Comm Dist. NO. 5 (CW),"MASON, DAVE",158
Argenta 01,COUNTY RECORDER,"TREVINO, IDONNA",292
Argenta 01,COUNTY TREASURER,"POWRIE, GRACE",284
Argenta 01,COUNTY TREASURER,"SAMPLE, TAMMY L",36
Argenta 01,DISTRICT ATTORNEY,"ELQUIST, ANGIE M",302
Argenta 01,Governor,"Curtis, David Scott",6
Argenta 01,Governor,"DiSimone, Eugene ""Gino""",4
Argenta 01,Governor,"Fitzgibbons, Floyd",7
Argenta 01,Governor,"Honig, Aaron Y.",4
Argenta 01,Governor,"Lampitt, Jr., Arthur Forest",2
Argenta 01,Governor,None Of These Candidates,12
Argenta 01,Governor,"Reid, Rory",48
Argenta 01,Governor,"Sandoval, Brian",250
Argenta 01,"LANDER COUNTY School Trustee, Area ONE","ANCHO, KATHLEEN",178
Argenta 01,"LANDER COUNTY School Trustee, Area ONE","DAVIS, JOHN",209
Argenta 01,"LANDER COUNTY School Trustee, Area ONE","DAVIS, SUSAN",179
Argenta 01,"LANDER COUNTY School Trustee, Area ONE","HAMMERSMARK, MICHELE",98
Argenta 01,"LANDER COUNTY School Trustee, Area ONE","LONGCHAMPS, DOUG",190
