precinct,office,candidate,votes
Precinct 101,Assessor - CARSON CITY - NP,"DAWLEY, DAVID A.",415
Precinct 101,Assessor - CARSON CITY - NP,"MINDLING, IAN",117
Precinct 101,Attorney General,"Barrick, Travis",185
Precinct 101,Attorney General,"CORTEZ  MASTO, CATHERINE",333
Precinct 101,Attorney General,"Hansen, Joel F.",52
Precinct 101,Attorney General,None Of These Candidates,21
Precinct 101,Governor,"Curtis, David Scott",1
Precinct 101,Governor,"DiSimone, Eugene ""Gino""",8
Precinct 101,Governor,"Fitzgibbons, Floyd",10
Precinct 101,Governor,"Honig, Aaron Y.",1
Precinct 101,Governor,"Lampitt, Jr., Arthur Forest",6
Precinct 101,Governor,None Of These Candidates,17
Precinct 101,Governor,"Reid, Rory",232
Precinct 101,Governor,"Sandoval, Brian",326
Precinct 101,Lieutenant Governor,"Fitzgibbons, Ryan",27
Precinct 101,Lieutenant Governor,"KROLICKI, BRIAN K.",299
Precinct 101,Lieutenant Governor,None Of These Candidates,16
Precinct 101,Lieutenant Governor,"Sferrazza, Jessica",250
Precinct 101,School Trustee District 1,"BUSHNER, JULIE",244
Precinct 101,School Trustee District 1,"SWIRCZEK, RON",287
Precinct 101,School Trustee District 6,"CARLSON, RANDY",218
Precinct 101,School Trustee District 6,"MYERS, BARBARA J.",295
Precinct 101,Secretary Of State,"Lauer, Rob",202
Precinct 101,Secretary Of State,"MILLER, ROSS",341
Precinct 101,Secretary Of State,None Of These Candidates,18
Precinct 101,Secretary Of State,"Wagner, John",32
Precinct 101,Sheriff - Clark,"FURLONG, KENNY",359
Precinct 101,Sheriff - Clark,"GUIMONT, BOB",221
Precinct 101,"State Assembly, District 40","Livermore, Pete",256
Precinct 101,"State Assembly, District 40","WILLIAMSON, ROBIN L.",334
Precinct 101,State Controller,"Herr, Barry",225
Precinct 101,State Controller,"Markowitz, Warren",32
Precinct 101,State Controller,None Of These Candidates,29
Precinct 101,State Controller,"WALLIN, KIM R.",305
Precinct 101,"State Senate, Capital Senatorial District","QUIRK, CODY J.",35
Precinct 101,"State Senate, Capital Senatorial District","RANFT, KEVIN R.",238
Precinct 101,"State Senate, Capital Senatorial District","SETTELMEYER, JAMES ARNOLD",314
Precinct 101,State Treasurer,"Hawkins, Mike",35
Precinct 101,State Treasurer,"MARSHALL, KATE",313
Precinct 101,State Treasurer,"Martin, Steven E.",228
Precinct 101,State Treasurer,None Of These Candidates,19
Precinct 101,"Supervisor, Ward 1 - CARSON CITY - NP","ABOWD, KAREN L.",315
Precinct 101,"Supervisor, Ward 1 - CARSON CITY - NP","JOINER, ROB",239
Precinct 101,"Supervisor, Ward 3 - CARSON CITY - NP","MCKENNA, JOHN",346
Precinct 101,"Supervisor, Ward 3 - CARSON CITY - NP","WILLIAMS, DAY",185
Precinct 101,"Supreme Court Justice, Seat A","Hardesty, James W.",448
Precinct 101,"Supreme Court Justice, Seat A",None Of These Candidates,102
Precinct 101,"Supreme Court Justice, Seat E",None Of These Candidates,109
Precinct 101,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",433
Precinct 101,"U.S. Representative in Congress, District 2","Best, Russell",23
Precinct 101,"U.S. Representative in Congress, District 2","HELLER, DEAN",339
Precinct 101,"U.S. Representative in Congress, District 2","Price, Nancy",225
Precinct 101,United States Senator,"Angle, Sharron",226
Precinct 101,United States Senator,"Ashjian, Scott",15
Precinct 101,United States Senator,"Fasano, Tim",5
Precinct 101,United States Senator,"Haines, Michael L.",1
Precinct 101,United States Senator,"Holland, Jesse",6
Precinct 101,United States Senator,None Of These Candidates,32
Precinct 101,United States Senator,"Reeves, Jeffrey C.",1
Precinct 101,United States Senator,"REID, HARRY",313
Precinct 101,United States Senator,"Stand, Wil",3
Precinct 103,Assessor - CARSON CITY - NP,"DAWLEY, DAVID A.",633
Precinct 103,Assessor - CARSON CITY - NP,"MINDLING, IAN",120
Precinct 103,Attorney General,"Barrick, Travis",283
Precinct 103,Attorney General,"CORTEZ  MASTO, CATHERINE",461
Precinct 103,Attorney General,"Hansen, Joel F.",74
Precinct 103,Attorney General,None Of These Candidates,29
Precinct 103,Governor,"Curtis, David Scott",6
Precinct 103,Governor,"DiSimone, Eugene ""Gino""",9
Precinct 103,Governor,"Fitzgibbons, Floyd",3
Precinct 103,Governor,"Honig, Aaron Y.",1
Precinct 103,Governor,"Lampitt, Jr., Arthur Forest",4
Precinct 103,Governor,None Of These Candidates,21
Precinct 103,Governor,"Reid, Rory",305
Precinct 103,Governor,"Sandoval, Brian",509
Precinct 103,Lieutenant Governor,"Fitzgibbons, Ryan",18
Precinct 103,Lieutenant Governor,"KROLICKI, BRIAN K.",520
Precinct 103,Lieutenant Governor,None Of These Candidates,17
Precinct 103,Lieutenant Governor,"Sferrazza, Jessica",297
Precinct 103,School Trustee District 1,"BUSHNER, JULIE",358
Precinct 103,School Trustee District 1,"SWIRCZEK, RON",409
Precinct 103,School Trustee District 6,"CARLSON, RANDY",373
Precinct 103,School Trustee District 6,"MYERS, BARBARA J.",361
Precinct 103,Secretary Of State,"Lauer, Rob",273
Precinct 103,Secretary Of State,"MILLER, ROSS",496
Precinct 103,Secretary Of State,None Of These Candidates,30
Precinct 103,Secretary Of State,"Wagner, John",51
Precinct 103,Sheriff - Clark,"FURLONG, KENNY",585
Precinct 103,Sheriff - Clark,"GUIMONT, BOB",248
Precinct 103,"State Assembly, District 40","Livermore, Pete",428
Precinct 103,"State Assembly, District 40","WILLIAMSON, ROBIN L.",413
Precinct 103,State Controller,"Herr, Barry",332
Precinct 103,State Controller,"Markowitz, Warren",30
Precinct 103,State Controller,None Of These Candidates,33
Precinct 103,State Controller,"WALLIN, KIM R.",447
Precinct 103,"State Senate, Capital Senatorial District","QUIRK, CODY J.",28
Precinct 103,"State Senate, Capital Senatorial District","RANFT, KEVIN R.",293
Precinct 103,"State Senate, Capital Senatorial District","SETTELMEYER, JAMES ARNOLD",520
Precinct 103,State Treasurer,"Hawkins, Mike",36
Precinct 103,State Treasurer,"MARSHALL, KATE",439
Precinct 103,State Treasurer,"Martin, Steven E.",355
Precinct 103,State Treasurer,None Of These Candidates,20
Precinct 103,"Supervisor, Ward 1 - CARSON CITY - NP","ABOWD, KAREN L.",454
Precinct 103,"Supervisor, Ward 1 - CARSON CITY - NP","JOINER, ROB",352
Precinct 103,"Supervisor, Ward 3 - CARSON CITY - NP","MCKENNA, JOHN",524
Precinct 103,"Supervisor, Ward 3 - CARSON CITY - NP","WILLIAMS, DAY",249
Precinct 103,"Supreme Court Justice, Seat A","Hardesty, James W.",669
Precinct 103,"Supreme Court Justice, Seat A",None Of These Candidates,109
Precinct 103,"Supreme Court Justice, Seat E",None Of These Candidates,110
Precinct 103,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",653
Precinct 103,"U.S. Representative in Congress, District 2","Best, Russell",17
Precinct 103,"U.S. Representative in Congress, District 2","HELLER, DEAN",555
Precinct 103,"U.S. Representative in Congress, District 2","Price, Nancy",272
Precinct 103,United States Senator,"Angle, Sharron",394
Precinct 103,United States Senator,"Ashjian, Scott",6
Precinct 103,United States Senator,"Fasano, Tim",7
Precinct 103,United States Senator,"Haines, Michael L.",4
Precinct 103,United States Senator,"Holland, Jesse",2
Precinct 103,United States Senator,None Of These Candidates,37
Precinct 103,United States Senator,"Reeves, Jeffrey C.",1
Precinct 103,United States Senator,"REID, HARRY",405
Precinct 103,United States Senator,"Stand, Wil",2
Precinct 105,Assessor - CARSON CITY - NP,"DAWLEY, DAVID A.",676
Precinct 105,Assessor - CARSON CITY - NP,"MINDLING, IAN",147
Precinct 105,Attorney General,"Barrick, Travis",387
Precinct 105,Attorney General,"CORTEZ  MASTO, CATHERINE",424
Precinct 105,Attorney General,"Hansen, Joel F.",73
Precinct 105,Attorney General,None Of These Candidates,24
Precinct 105,Governor,"Curtis, David Scott",2
Precinct 105,Governor,"DiSimone, Eugene ""Gino""",8
Precinct 105,Governor,"Fitzgibbons, Floyd",3
Precinct 105,Governor,"Honig, Aaron Y.",0
Precinct 105,Governor,"Lampitt, Jr., Arthur Forest",4
Precinct 105,Governor,None Of These Candidates,17
Precinct 105,Governor,"Reid, Rory",217
Precinct 105,Governor,"Sandoval, Brian",659
Precinct 105,Lieutenant Governor,"Fitzgibbons, Ryan",12
