precinct,office,candidate,votes
Precinct 1,Attorney General (Republican),"Barrick, Travis",37
Precinct 1,Attorney General (Republican),"Hafter, Jacob",20
Precinct 1,Attorney General (Republican),None Of These Candidates,20
Precinct 1,"County Commission, District 4 (Republican)","EKLUND-BROWN, SHERI",39
Precinct 1,"County Commission, District 4 (Republican)","WILLIAMS, R. JEFF",41
Precinct 1,COUNTY RECORDER (Republican),"ELLISON, JOYCE ""PEANUT""",32
Precinct 1,COUNTY RECORDER (Republican),"ROACH, NATALIE",26
Precinct 1,COUNTY RECORDER (Republican),"SMALES, D. MIKE",22
Precinct 1,"ELKO TV District, Seat A (Nonpartisan)","BRIAN, BETSY",32
Precinct 1,"ELKO TV District, Seat A (Nonpartisan)","D'ASTO, DORIS B.",36
Precinct 1,"ELKO TV District, Seat A (Nonpartisan)","GARDNER, PAUL",51
Precinct 1,"ELKO TV District, Seat A (Nonpartisan)","SASGEN, JOSEPH",12
Precinct 1,Governor (Democratic),"Conquest, Frederick L.",8
Precinct 1,Governor (Democratic),None Of These Candidates,11
Precinct 1,Governor (Democratic),"Reid, Rory",22
Precinct 1,Governor (Republican),"Atwood, Tony",0
Precinct 1,Governor (Republican),"GIBBONS, JIM",26
Precinct 1,Governor (Republican),"Lusak, Stanleigh Harold",1
Precinct 1,Governor (Republican),"Montandon, Michael L.",9
Precinct 1,Governor (Republican),None Of These Candidates,0
Precinct 1,Governor (Republican),"Sandoval, Brian",44
Precinct 1,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",6
Precinct 1,Lieutenant Governor (Democratic),"Murad, Paul",7
Precinct 1,Lieutenant Governor (Democratic),None Of These Candidates,9
Precinct 1,Lieutenant Governor (Democratic),"Randazzo, Robert S.",6
Precinct 1,Lieutenant Governor (Democratic),"Sferrazza, Jessica",13
Precinct 1,Lieutenant Governor (Republican),"Krolicki, Brian",46
Precinct 1,Lieutenant Governor (Republican),None Of These Candidates,8
Precinct 1,Lieutenant Governor (Republican),"Woollen, Barbara Lee",25
Precinct 1,"School Board Trustee, District 1 (Nonpartisan)","MAHLBERG, DANIEL",111
Precinct 1,"School Board Trustee, District 6 (Nonpartisan)","BALLARD, THAD S.",115
Precinct 1,"School Board Trustee, District 7 (Nonpartisan)","BASANEZ, LOUISE T.",114
Precinct 1,Sheriff - ELKO (Nonpartisan),"LOTSPEICH, DALE",33
Precinct 1,Sheriff - ELKO (Nonpartisan),"PITTS, JAMES",55
Precinct 1,Sheriff - ELKO (Nonpartisan),"WELLINGTON, KEN",48
Precinct 1,"State Assembly, District 33 (Republican)","ANDRUS, DALE E.",22
Precinct 1,"State Assembly, District 33 (Republican)","ELLISON, JOHN",57
Precinct 1,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",114
Precinct 1,State Controller (Republican),"Dagani, Gregory Nance",24
Precinct 1,State Controller (Republican),"Herr, Barry",27
Precinct 1,State Controller (Republican),None Of These Candidates,26
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",4
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",11
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",22
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",10
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",70
Precinct 1,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",2
Precinct 1,United States Senator (Democratic),"Miller, Alex",7
Precinct 1,United States Senator (Democratic),None Of These Candidates,7
Precinct 1,United States Senator (Democratic),"Poliak, Carlo",1
Precinct 1,United States Senator (Democratic),"Reid, Harry",25
Precinct 1,United States Senator (Republican),"Angle, Sharron",32
Precinct 1,United States Senator (Republican),"Bernstein, Gary",2
Precinct 1,United States Senator (Republican),"Chachas, John",2
Precinct 1,United States Senator (Republican),"Christensen, Chad",3
Precinct 1,United States Senator (Republican),"Lowden, Sue",22
Precinct 1,United States Senator (Republican),"Mabey, Garn",0
Precinct 1,United States Senator (Republican),"Marinch, Gary",1
Precinct 1,United States Senator (Republican),"Nadell, Brian",0
Precinct 1,United States Senator (Republican),None Of These Candidates,3
Precinct 1,United States Senator (Republican),"Parson, Bill",1
Precinct 1,United States Senator (Republican),"Stern, Cecilia",1
Precinct 1,United States Senator (Republican),"Suominen, Terry",0
Precinct 1,United States Senator (Republican),"Tarkanian, Danny",13
Precinct 1,"University Board of Regents, District  8 (Nonpartisan)","FEEST, MARK",10
Precinct 1,"University Board of Regents, District  8 (Nonpartisan)","MELCHER, KEVIN C.",54
Precinct 1,"University Board of Regents, District  8 (Nonpartisan)","PUCCINELLI, MARGARET",69
Precinct 10,Attorney General (Republican),"Barrick, Travis",89
Precinct 10,Attorney General (Republican),"Hafter, Jacob",33
Precinct 10,Attorney General (Republican),None Of These Candidates,58
Precinct 10,"County Commission, District 4 (Republican)","EKLUND-BROWN, SHERI",83
Precinct 10,"County Commission, District 4 (Republican)","WILLIAMS, R. JEFF",104
Precinct 10,COUNTY RECORDER (Republican),"ELLISON, JOYCE ""PEANUT""",31
Precinct 10,COUNTY RECORDER (Republican),"ROACH, NATALIE",80
Precinct 10,COUNTY RECORDER (Republican),"SMALES, D. MIKE",76
Precinct 10,"ELKO TV District, Seat A (Nonpartisan)","BRIAN, BETSY",27
Precinct 10,"ELKO TV District, Seat A (Nonpartisan)","D'ASTO, DORIS B.",92
Precinct 10,"ELKO TV District, Seat A (Nonpartisan)","GARDNER, PAUL",142
Precinct 10,"ELKO TV District, Seat A (Nonpartisan)","SASGEN, JOSEPH",26
Precinct 10,Governor (Democratic),"Conquest, Frederick L.",13
Precinct 10,Governor (Democratic),None Of These Candidates,21
Precinct 10,Governor (Democratic),"Reid, Rory",38
Precinct 10,Governor (Republican),"Atwood, Tony",3
Precinct 10,Governor (Republican),"GIBBONS, JIM",38
Precinct 10,Governor (Republican),"Lusak, Stanleigh Harold",2
Precinct 10,Governor (Republican),"Montandon, Michael L.",23
Precinct 10,Governor (Republican),None Of These Candidates,8
Precinct 10,Governor (Republican),"Sandoval, Brian",115
Precinct 10,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",5
Precinct 10,Lieutenant Governor (Democratic),"Murad, Paul",7
Precinct 10,Lieutenant Governor (Democratic),None Of These Candidates,19
Precinct 10,Lieutenant Governor (Democratic),"Randazzo, Robert S.",7
Precinct 10,Lieutenant Governor (Democratic),"Sferrazza, Jessica",34
Precinct 10,Lieutenant Governor (Republican),"Krolicki, Brian",129
Precinct 10,Lieutenant Governor (Republican),None Of These Candidates,17
Precinct 10,Lieutenant Governor (Republican),"Woollen, Barbara Lee",41
Precinct 10,"School Board Trustee, District 1 (Nonpartisan)","MAHLBERG, DANIEL",245
Precinct 10,"School Board Trustee, District 6 (Nonpartisan)","BALLARD, THAD S.",241
Precinct 10,"School Board Trustee, District 7 (Nonpartisan)","BASANEZ, LOUISE T.",249
Precinct 10,Sheriff - ELKO (Nonpartisan),"LOTSPEICH, DALE",70
Precinct 10,Sheriff - ELKO (Nonpartisan),"PITTS, JAMES",144
Precinct 10,Sheriff - ELKO (Nonpartisan),"WELLINGTON, KEN",77
Precinct 10,"State Assembly, District 33 (Republican)","ANDRUS, DALE E.",65
Precinct 10,"State Assembly, District 33 (Republican)","ELLISON, JOHN",123
Precinct 10,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",243
Precinct 10,State Controller (Republican),"Dagani, Gregory Nance",47
Precinct 10,State Controller (Republican),"Herr, Barry",65
Precinct 10,State Controller (Republican),None Of These Candidates,66
Precinct 10,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",2
Precinct 10,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",21
Precinct 10,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",36
Precinct 10,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",25
Precinct 10,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",161
Precinct 10,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",3
Precinct 10,United States Senator (Democratic),"Miller, Alex",10
Precinct 10,United States Senator (Democratic),None Of These Candidates,16
Precinct 10,United States Senator (Democratic),"Poliak, Carlo",1
Precinct 10,United States Senator (Democratic),"Reid, Harry",42
Precinct 10,United States Senator (Republican),"Angle, Sharron",56
Precinct 10,United States Senator (Republican),"Bernstein, Gary",1
Precinct 10,United States Senator (Republican),"Chachas, John",17
Precinct 10,United States Senator (Republican),"Christensen, Chad",2
Precinct 10,United States Senator (Republican),"Lowden, Sue",51
Precinct 10,United States Senator (Republican),"Mabey, Garn",0
Precinct 10,United States Senator (Republican),"Marinch, Gary",0
Precinct 10,United States Senator (Republican),"Nadell, Brian",1
Precinct 10,United States Senator (Republican),None Of These Candidates,6
Precinct 10,United States Senator (Republican),"Parson, Bill",0
Precinct 10,United States Senator (Republican),"Stern, Cecilia",1
Precinct 10,United States Senator (Republican),"Suominen, Terry",0
Precinct 10,United States Senator (Republican),"Tarkanian, Danny",52
Precinct 10,"University Board of Regents, District  8 (Nonpartisan)","FEEST, MARK",18
Precinct 10,"University Board of Regents, District  8 (Nonpartisan)","MELCHER, KEVIN C.",178
Precinct 10,"University Board of Regents, District  8 (Nonpartisan)","PUCCINELLI, MARGARET",96
Precinct 11,Attorney General (Republican),"Barrick, Travis",39
Precinct 11,Attorney General (Republican),"Hafter, Jacob",18
Precinct 11,Attorney General (Republican),None Of These Candidates,25
Precinct 11,"County Commission, District 4 (Republican)","EKLUND-BROWN, SHERI",29
Precinct 11,"County Commission, District 4 (Republican)","WILLIAMS, R. JEFF",56
Precinct 11,COUNTY RECORDER (Republican),"ELLISON, JOYCE ""PEANUT""",37
Precinct 11,COUNTY RECORDER (Republican),"ROACH, NATALIE",24
Precinct 11,COUNTY RECORDER (Republican),"SMALES, D. MIKE",25
Precinct 11,"ELKO TV District, Seat A (Nonpartisan)","BRIAN, BETSY",18
Precinct 11,"ELKO TV District, Seat A (Nonpartisan)","D'ASTO, DORIS B.",35
Precinct 11,"ELKO TV District, Seat A (Nonpartisan)","GARDNER, PAUL",64
Precinct 11,"ELKO TV District, Seat A (Nonpartisan)","SASGEN, JOSEPH",6
Precinct 11,Governor (Democratic),"Conquest, Frederick L.",10
Precinct 11,Governor (Democratic),None Of These Candidates,7
Precinct 11,Governor (Democratic),"Reid, Rory",13
Precinct 11,Governor (Republican),"Atwood, Tony",2
Precinct 11,Governor (Republican),"GIBBONS, JIM",36
Precinct 11,Governor (Republican),"Lusak, Stanleigh Harold",0
Precinct 11,Governor (Republican),"Montandon, Michael L.",9
Precinct 11,Governor (Republican),None Of These Candidates,1
Precinct 11,Governor (Republican),"Sandoval, Brian",38
Precinct 11,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",1
Precinct 11,Lieutenant Governor (Democratic),"Murad, Paul",5
Precinct 11,Lieutenant Governor (Democratic),None Of These Candidates,7
Precinct 11,Lieutenant Governor (Democratic),"Randazzo, Robert S.",8
Precinct 11,Lieutenant Governor (Democratic),"Sferrazza, Jessica",7
Precinct 11,Lieutenant Governor (Republican),"Krolicki, Brian",60
Precinct 11,Lieutenant Governor (Republican),None Of These Candidates,10
Precinct 11,Lieutenant Governor (Republican),"Woollen, Barbara Lee",16
Precinct 11,"School Board Trustee, District 1 (Nonpartisan)","MAHLBERG, DANIEL",104
Precinct 11,"School Board Trustee, District 6 (Nonpartisan)","BALLARD, THAD S.",105
Precinct 11,"School Board Trustee, District 7 (Nonpartisan)","BASANEZ, LOUISE T.",106
Precinct 11,Sheriff - ELKO (Nonpartisan),"LOTSPEICH, DALE",25
Precinct 11,Sheriff - ELKO (Nonpartisan),"PITTS, JAMES",75
Precinct 11,Sheriff - ELKO (Nonpartisan),"WELLINGTON, KEN",24
Precinct 11,"State Assembly, District 33 (Republican)","ANDRUS, DALE E.",20
Precinct 11,"State Assembly, District 33 (Republican)","ELLISON, JOHN",65
Precinct 11,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",108
Precinct 11,State Controller (Republican),"Dagani, Gregory Nance",21
Precinct 11,State Controller (Republican),"Herr, Barry",38
Precinct 11,State Controller (Republican),None Of These Candidates,23
Precinct 11,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",2
Precinct 11,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",11
Precinct 11,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",14
Precinct 11,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",15
Precinct 11,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",71
Precinct 11,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",2
Precinct 11,United States Senator (Democratic),"Miller, Alex",8
Precinct 11,United States Senator (Democratic),None Of These Candidates,3
Precinct 11,United States Senator (Democratic),"Poliak, Carlo",3
Precinct 11,United States Senator (Democratic),"Reid, Harry",14
Precinct 11,United States Senator (Republican),"Angle, Sharron",35
Precinct 11,United States Senator (Republican),"Bernstein, Gary",0
Precinct 11,United States Senator (Republican),"Chachas, John",9
Precinct 11,United States Senator (Republican),"Christensen, Chad",0
Precinct 11,United States Senator (Republican),"Lowden, Sue",23
Precinct 11,United States Senator (Republican),"Mabey, Garn",0
Precinct 11,United States Senator (Republican),"Marinch, Gary",0
Precinct 11,United States Senator (Republican),"Nadell, Brian",1
Precinct 11,United States Senator (Republican),None Of These Candidates,2
Precinct 11,United States Senator (Republican),"Parson, Bill",1
Precinct 11,United States Senator (Republican),"Stern, Cecilia",0
Precinct 11,United States Senator (Republican),"Suominen, Terry",0
Precinct 11,United States Senator (Republican),"Tarkanian, Danny",16
Precinct 11,"University Board of Regents, District  8 (Nonpartisan)","FEEST, MARK",9
Precinct 11,"University Board of Regents, District  8 (Nonpartisan)","MELCHER, KEVIN C.",68
Precinct 11,"University Board of Regents, District  8 (Nonpartisan)","PUCCINELLI, MARGARET",47
Precinct 12,Attorney General (Republican),"Barrick, Travis",114
Precinct 12,Attorney General (Republican),"Hafter, Jacob",67
Precinct 12,Attorney General (Republican),None Of These Candidates,73
Precinct 12,"County Commission, District 4 (Republican)","EKLUND-BROWN, SHERI",93
Precinct 12,"County Commission, District 4 (Republican)","WILLIAMS, R. JEFF",172
Precinct 12,COUNTY RECORDER (Republican),"ELLISON, JOYCE ""PEANUT""",67
Precinct 12,COUNTY RECORDER (Republican),"ROACH, NATALIE",90
Precinct 12,COUNTY RECORDER (Republican),"SMALES, D. MIKE",108
Precinct 12,"ELKO TV District, Seat A (Nonpartisan)","BRIAN, BETSY",56
Precinct 12,"ELKO TV District, Seat A (Nonpartisan)","D'ASTO, DORIS B.",109
Precinct 12,"ELKO TV District, Seat A (Nonpartisan)","GARDNER, PAUL",173
Precinct 12,"ELKO TV District, Seat A (Nonpartisan)","SASGEN, JOSEPH",29
Precinct 12,Governor (Democratic),"Conquest, Frederick L.",23
Precinct 12,Governor (Democratic),None Of These Candidates,24
Precinct 12,Governor (Democratic),"Reid, Rory",36
Precinct 12,Governor (Republican),"Atwood, Tony",9
Precinct 12,Governor (Republican),"GIBBONS, JIM",66
Precinct 12,Governor (Republican),"Lusak, Stanleigh Harold",1
Precinct 12,Governor (Republican),"Montandon, Michael L.",14
Precinct 12,Governor (Republican),None Of These Candidates,5
Precinct 12,Governor (Republican),"Sandoval, Brian",168
Precinct 12,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",14
Precinct 12,Lieutenant Governor (Democratic),"Murad, Paul",5
Precinct 12,Lieutenant Governor (Democratic),None Of These Candidates,22
Precinct 12,Lieutenant Governor (Democratic),"Randazzo, Robert S.",5
Precinct 12,Lieutenant Governor (Democratic),"Sferrazza, Jessica",36
Precinct 12,Lieutenant Governor (Republican),"Krolicki, Brian",188
Precinct 12,Lieutenant Governor (Republican),None Of These Candidates,21
Precinct 12,Lieutenant Governor (Republican),"Woollen, Barbara Lee",52
Precinct 12,"School Board Trustee, District 1 (Nonpartisan)","MAHLBERG, DANIEL",325
Precinct 12,"School Board Trustee, District 6 (Nonpartisan)","BALLARD, THAD S.",322
Precinct 12,"School Board Trustee, District 7 (Nonpartisan)","BASANEZ, LOUISE T.",321
Precinct 12,Sheriff - ELKO (Nonpartisan),"LOTSPEICH, DALE",86
Precinct 12,Sheriff - ELKO (Nonpartisan),"PITTS, JAMES",179
Precinct 12,Sheriff - ELKO (Nonpartisan),"WELLINGTON, KEN",112
Precinct 12,"State Assembly, District 33 (Republican)","ANDRUS, DALE E.",97
Precinct 12,"State Assembly, District 33 (Republican)","ELLISON, JOHN",168
Precinct 12,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",323
Precinct 12,State Controller (Republican),"Dagani, Gregory Nance",66
Precinct 12,State Controller (Republican),"Herr, Barry",99
Precinct 12,State Controller (Republican),None Of These Candidates,84
Precinct 12,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",9
Precinct 12,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",25
Precinct 12,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",40
Precinct 12,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",36
Precinct 12,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",225
Precinct 12,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",7
Precinct 12,United States Senator (Democratic),"Miller, Alex",13
Precinct 12,United States Senator (Democratic),None Of These Candidates,22
Precinct 12,United States Senator (Democratic),"Poliak, Carlo",2
Precinct 12,United States Senator (Democratic),"Reid, Harry",38
Precinct 12,United States Senator (Republican),"Angle, Sharron",105
Precinct 12,United States Senator (Republican),"Bernstein, Gary",1
Precinct 12,United States Senator (Republican),"Chachas, John",21
Precinct 12,United States Senator (Republican),"Christensen, Chad",7
Precinct 12,United States Senator (Republican),"Lowden, Sue",91
Precinct 12,United States Senator (Republican),"Mabey, Garn",0
Precinct 12,United States Senator (Republican),"Marinch, Gary",0
Precinct 12,United States Senator (Republican),"Nadell, Brian",0
Precinct 12,United States Senator (Republican),None Of These Candidates,2
Precinct 12,United States Senator (Republican),"Parson, Bill",0
Precinct 12,United States Senator (Republican),"Stern, Cecilia",1
Precinct 12,United States Senator (Republican),"Suominen, Terry",0
Precinct 12,United States Senator (Republican),"Tarkanian, Danny",38
Precinct 12,"University Board of Regents, District  8 (Nonpartisan)","FEEST, MARK",35
Precinct 12,"University Board of Regents, District  8 (Nonpartisan)","MELCHER, KEVIN C.",195
Precinct 12,"University Board of Regents, District  8 (Nonpartisan)","PUCCINELLI, MARGARET",140
Precinct 13,Attorney General (Republican),"Barrick, Travis",36
Precinct 13,Attorney General (Republican),"Hafter, Jacob",9
Precinct 13,Attorney General (Republican),None Of These Candidates,29
Precinct 13,"County Commission, District 4 (Republican)","EKLUND-BROWN, SHERI",24
Precinct 13,"County Commission, District 4 (Republican)","WILLIAMS, R. JEFF",52
Precinct 13,COUNTY RECORDER (Republican),"ELLISON, JOYCE ""PEANUT""",25
Precinct 13,COUNTY RECORDER (Republican),"ROACH, NATALIE",27
Precinct 13,COUNTY RECORDER (Republican),"SMALES, D. MIKE",23
Precinct 13,"ELKO TV District, Seat A (Nonpartisan)","BRIAN, BETSY",17
Precinct 13,"ELKO TV District, Seat A (Nonpartisan)","D'ASTO, DORIS B.",26
Precinct 13,"ELKO TV District, Seat A (Nonpartisan)","GARDNER, PAUL",50
Precinct 13,"ELKO TV District, Seat A (Nonpartisan)","SASGEN, JOSEPH",11
Precinct 13,Governor (Democratic),"Conquest, Frederick L.",7
Precinct 13,Governor (Democratic),None Of These Candidates,3
Precinct 13,Governor (Democratic),"Reid, Rory",8
Precinct 13,Governor (Republican),"Atwood, Tony",1
Precinct 13,Governor (Republican),"GIBBONS, JIM",20
Precinct 13,Governor (Republican),"Lusak, Stanleigh Harold",1
Precinct 13,Governor (Republican),"Montandon, Michael L.",10
Precinct 13,Governor (Republican),None Of These Candidates,4
Precinct 13,Governor (Republican),"Sandoval, Brian",41
Precinct 13,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",2
Precinct 13,Lieutenant Governor (Democratic),"Murad, Paul",3
Precinct 13,Lieutenant Governor (Democratic),None Of These Candidates,5
Precinct 13,Lieutenant Governor (Democratic),"Randazzo, Robert S.",2
Precinct 13,Lieutenant Governor (Democratic),"Sferrazza, Jessica",6
Precinct 13,Lieutenant Governor (Republican),"Krolicki, Brian",46
Precinct 13,Lieutenant Governor (Republican),None Of These Candidates,9
Precinct 13,Lieutenant Governor (Republican),"Woollen, Barbara Lee",21
Precinct 13,"School Board Trustee, District 1 (Nonpartisan)","MAHLBERG, DANIEL",96
Precinct 13,"School Board Trustee, District 6 (Nonpartisan)","BALLARD, THAD S.",94
Precinct 13,"School Board Trustee, District 7 (Nonpartisan)","BASANEZ, LOUISE T.",98
Precinct 13,Sheriff - ELKO (Nonpartisan),"LOTSPEICH, DALE",24
Precinct 13,Sheriff - ELKO (Nonpartisan),"PITTS, JAMES",58
Precinct 13,Sheriff - ELKO (Nonpartisan),"WELLINGTON, KEN",28
Precinct 13,"State Assembly, District 33 (Republican)","ANDRUS, DALE E.",36
