precinct,office,candidate,votes
1 - ALAMO,Attorney General (Republican),"Barrick, Travis",94
1 - ALAMO,Attorney General (Republican),"Hafter, Jacob",57
1 - ALAMO,Attorney General (Republican),None Of These Candidates,74
1 - ALAMO,DISTRICT ATTORNEY (Republican),"BARLOW, GREGORY J.",12
1 - ALAMO,DISTRICT ATTORNEY (Republican),"FREHNER, DYLAN V.",115
1 - ALAMO,DISTRICT ATTORNEY (Republican),"HOOGE, DANIEL M.",107
1 - ALAMO,Governor (Democratic),"Conquest, Frederick L.",28
1 - ALAMO,Governor (Democratic),None Of These Candidates,25
1 - ALAMO,Governor (Democratic),"Reid, Rory",32
1 - ALAMO,Governor (Republican),"Atwood, Tony",4
1 - ALAMO,Governor (Republican),"GIBBONS, JIM",42
1 - ALAMO,Governor (Republican),"Lusak, Stanleigh Harold",4
1 - ALAMO,Governor (Republican),"Montandon, Michael L.",40
1 - ALAMO,Governor (Republican),None Of These Candidates,7
1 - ALAMO,Governor (Republican),"Sandoval, Brian",139
1 - ALAMO,"GROVER C. DILS Hospital Dst, Trustee Dst A (Nonpartisan)","SIDFORD, ROBERT C.",276
1 - ALAMO,"GROVER C. DILS Hospital Dst, Trustee Dst B (Nonpartisan)","FREHNER, SHAWN",293
1 - ALAMO,"GROVER C. DILS Hospital Dst, Trustee Dst D (Nonpartisan)","SMITH, KEVIN D.",286
1 - ALAMO,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",20
1 - ALAMO,Lieutenant Governor (Democratic),"Murad, Paul",6
1 - ALAMO,Lieutenant Governor (Democratic),None Of These Candidates,18
1 - ALAMO,Lieutenant Governor (Democratic),"Randazzo, Robert S.",9
1 - ALAMO,Lieutenant Governor (Democratic),"Sferrazza, Jessica",28
1 - ALAMO,Lieutenant Governor (Republican),"Krolicki, Brian",161
1 - ALAMO,Lieutenant Governor (Republican),None Of These Candidates,33
1 - ALAMO,Lieutenant Governor (Republican),"Woollen, Barbara Lee",38
