precinct,office,candidate,votes
Argenta 01,Attorney General (Republican),"Barrick, Travis",85
Argenta 01,Attorney General (Republican),"Hafter, Jacob",39
Argenta 01,Attorney General (Republican),None Of These Candidates,37
Argenta 01,County Comm Dist. NO. 2 (CW) (Republican),"BULLOCK, DEAN",61
Argenta 01,County Comm Dist. NO. 2 (CW) (Republican),"CLARK, ART III",31
Argenta 01,County Comm Dist. NO. 2 (CW) (Republican),"RODABOUGH, KELLY RAY",3
Argenta 01,County Comm Dist. NO. 2 (CW) (Republican),"ROGERS, LARRY",38
Argenta 01,County Comm Dist. NO. 2 (CW) (Republican),"SCHMIDT, CHRIS",37
Argenta 01,DISTRICT ATTORNEY (Republican),"ELQUIST, ANGIE M.",117
Argenta 01,DISTRICT ATTORNEY (Republican),"FORGERON, HY",51
Argenta 01,DISTRICT ATTORNEY (Republican),"TANNER, MILO",2
Argenta 01,Governor (Democratic),"Conquest, Frederick L.",12
Argenta 01,Governor (Democratic),None Of These Candidates,24
Argenta 01,Governor (Democratic),"Reid, Rory",23
Argenta 01,Governor (Republican),"Atwood, Tony",5
Argenta 01,Governor (Republican),"GIBBONS, JIM",64
Argenta 01,Governor (Republican),"Lusak, Stanleigh Harold",1
Argenta 01,Governor (Republican),"Montandon, Michael L.",12
Argenta 01,Governor (Republican),None Of These Candidates,5
Argenta 01,Governor (Republican),"Sandoval, Brian",82
Argenta 01,"LANDER COUNTY Hospital Dist Trustee, Seat D (Nonpartisan)","BRICKLEY, PATRICIA",222
Argenta 01,"LANDER COUNTY Hospital Dist Trustee, Seat E (Nonpartisan)","LAURITZEN, LINDA",223
Argenta 01,"LANDER COUNTY Hospital Dist Trustee, Seat F (Nonpartisan)","LOCKRIDGE, NANCY",221
Argenta 01,"LANDER COUNTY School Trustee, Area FOUR (Nonpartisan)","THOMPSON, W. T.",223
Argenta 01,"LANDER COUNTY School Trustee, Area THREE (Nonpartisan)","LAKE, MARK",90
Argenta 01,"LANDER COUNTY School Trustee, Area THREE (Nonpartisan)","MCMURTREY, ERIN",18
Argenta 01,"LANDER COUNTY School Trustee, Area THREE (Nonpartisan)","PENOLA, ANNA",138
Argenta 01,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",3
Argenta 01,Lieutenant Governor (Democratic),"Murad, Paul",5
Argenta 01,Lieutenant Governor (Democratic),None Of These Candidates,8
Argenta 01,Lieutenant Governor (Democratic),"Randazzo, Robert S.",2
Argenta 01,Lieutenant Governor (Democratic),"Sferrazza, Jessica",42
Argenta 01,Lieutenant Governor (Republican),"Krolicki, Brian",107
Argenta 01,Lieutenant Governor (Republican),None Of These Candidates,21
Argenta 01,Lieutenant Governor (Republican),"Woollen, Barbara Lee",35
Argenta 01,Sheriff - LANDER (Nonpartisan),"CASSELL, CHUCK",34
Argenta 01,Sheriff - LANDER (Nonpartisan),"FLORES, PAT",78
Argenta 01,Sheriff - LANDER (Nonpartisan),"JENNERJOHN, RICH",4
Argenta 01,Sheriff - LANDER (Nonpartisan),"PRAWITZ, CHAD E.",12
Argenta 01,Sheriff - LANDER (Nonpartisan),"UNGER, RON",125
Argenta 01,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",212
Argenta 01,State Controller (Republican),"Dagani, Gregory Nance",51
Argenta 01,State Controller (Republican),"Herr, Barry",63
Argenta 01,State Controller (Republican),None Of These Candidates,45
Argenta 01,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",8
Argenta 01,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",22
Argenta 01,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",23
Argenta 01,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",32
Argenta 01,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",130
Argenta 01,U.S. Senate (Democratic),"Hamilton, Eduardo ""Mr. Clean""",3
Argenta 01,U.S. Senate (Democratic),"Miller, Alex",9
Argenta 01,U.S. Senate (Democratic),None Of These Candidates,19
Argenta 01,U.S. Senate (Democratic),"Poliak, Carlo",2
Argenta 01,U.S. Senate (Democratic),"Reid, Harry",28
Argenta 01,U.S. Senate (Republican),"Angle, Sharron",54
Argenta 01,U.S. Senate (Republican),"Bernstein, Gary",1
Argenta 01,U.S. Senate (Republican),"Chachas, John",20
Argenta 01,U.S. Senate (Republican),"Christensen, Chad",5
Argenta 01,U.S. Senate (Republican),"Lowden, Sue",27
Argenta 01,U.S. Senate (Republican),"Mabey, Garn",0
Argenta 01,U.S. Senate (Republican),"Marinch, Gary",0
Argenta 01,U.S. Senate (Republican),"Nadell, Brian",0
Argenta 01,U.S. Senate (Republican),None Of These Candidates,6
Argenta 01,U.S. Senate (Republican),"Parson, Bill",0
Argenta 01,U.S. Senate (Republican),"Stern, Cecilia",0
Argenta 01,U.S. Senate (Republican),"Suominen, Terry",0
Argenta 01,U.S. Senate (Republican),"Tarkanian, Danny",53
Argenta 01,"University Board of Regents, District 8 (Nonpartisan)","FEEST, MARK",29
Argenta 01,"University Board of Regents, District 8 (Nonpartisan)","MELCHER, KEVIN C.",42
Argenta 01,"University Board of Regents, District 8 (Nonpartisan)","PUCCINELLI, MARGARET",147
Argenta 02,Attorney General (Republican),"Barrick, Travis",78
Argenta 02,Attorney General (Republican),"Hafter, Jacob",39
Argenta 02,Attorney General (Republican),None Of These Candidates,56
Argenta 02,County Comm Dist. NO. 2 (CW) (Republican),"BULLOCK, DEAN",48
Argenta 02,County Comm Dist. NO. 2 (CW) (Republican),"CLARK, ART III",55
Argenta 02,County Comm Dist. NO. 2 (CW) (Republican),"RODABOUGH, KELLY RAY",13
Argenta 02,County Comm Dist. NO. 2 (CW) (Republican),"ROGERS, LARRY",31
Argenta 02,County Comm Dist. NO. 2 (CW) (Republican),"SCHMIDT, CHRIS",34
Argenta 02,DISTRICT ATTORNEY (Republican),"ELQUIST, ANGIE M.",130
Argenta 02,DISTRICT ATTORNEY (Republican),"FORGERON, HY",42
Argenta 02,DISTRICT ATTORNEY (Republican),"TANNER, MILO",10
Argenta 02,Governor (Democratic),"Conquest, Frederick L.",27
Argenta 02,Governor (Democratic),None Of These Candidates,29
Argenta 02,Governor (Democratic),"Reid, Rory",25
Argenta 02,Governor (Republican),"Atwood, Tony",1
Argenta 02,Governor (Republican),"GIBBONS, JIM",64
Argenta 02,Governor (Republican),"Lusak, Stanleigh Harold",2
Argenta 02,Governor (Republican),"Montandon, Michael L.",19
Argenta 02,Governor (Republican),None Of These Candidates,7
Argenta 02,Governor (Republican),"Sandoval, Brian",89
Argenta 02,"LANDER COUNTY Hospital Dist Trustee, Seat D (Nonpartisan)","BRICKLEY, PATRICIA",265
Argenta 02,"LANDER COUNTY Hospital Dist Trustee, Seat E (Nonpartisan)","LAURITZEN, LINDA",263
Argenta 02,"LANDER COUNTY Hospital Dist Trustee, Seat F (Nonpartisan)","LOCKRIDGE, NANCY",261
Argenta 02,"LANDER COUNTY School Trustee, Area FOUR (Nonpartisan)","THOMPSON, W. T.",255
Argenta 02,"LANDER COUNTY School Trustee, Area THREE (Nonpartisan)","LAKE, MARK",75
Argenta 02,"LANDER COUNTY School Trustee, Area THREE (Nonpartisan)","MCMURTREY, ERIN",43
Argenta 02,"LANDER COUNTY School Trustee, Area THREE (Nonpartisan)","PENOLA, ANNA",168
Argenta 02,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",12
Argenta 02,Lieutenant Governor (Democratic),"Murad, Paul",11
Argenta 02,Lieutenant Governor (Democratic),None Of These Candidates,19
Argenta 02,Lieutenant Governor (Democratic),"Randazzo, Robert S.",11
Argenta 02,Lieutenant Governor (Democratic),"Sferrazza, Jessica",27
Argenta 02,Lieutenant Governor (Republican),"Krolicki, Brian",98
Argenta 02,Lieutenant Governor (Republican),None Of These Candidates,25
Argenta 02,Lieutenant Governor (Republican),"Woollen, Barbara Lee",56
Argenta 02,Sheriff - LANDER (Nonpartisan),"CASSELL, CHUCK",36
Argenta 02,Sheriff - LANDER (Nonpartisan),"FLORES, PAT",102
Argenta 02,Sheriff - LANDER (Nonpartisan),"JENNERJOHN, RICH",9
Argenta 02,Sheriff - LANDER (Nonpartisan),"PRAWITZ, CHAD E.",15
Argenta 02,Sheriff - LANDER (Nonpartisan),"UNGER, RON",131
Argenta 02,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",242
Argenta 02,State Controller (Republican),"Dagani, Gregory Nance",54
Argenta 02,State Controller (Republican),"Herr, Barry",64
Argenta 02,State Controller (Republican),None Of These Candidates,56
Argenta 02,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",5
Argenta 02,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",32
Argenta 02,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",36
Argenta 02,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",33
Argenta 02,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",149
Argenta 02,U.S. Senate (Democratic),"Hamilton, Eduardo ""Mr. Clean""",6
Argenta 02,U.S. Senate (Democratic),"Miller, Alex",17
Argenta 02,U.S. Senate (Democratic),None Of These Candidates,21
Argenta 02,U.S. Senate (Democratic),"Poliak, Carlo",3
Argenta 02,U.S. Senate (Democratic),"Reid, Harry",35
Argenta 02,U.S. Senate (Republican),"Angle, Sharron",59
Argenta 02,U.S. Senate (Republican),"Bernstein, Gary",0
Argenta 02,U.S. Senate (Republican),"Chachas, John",19
Argenta 02,U.S. Senate (Republican),"Christensen, Chad",7
Argenta 02,U.S. Senate (Republican),"Lowden, Sue",38
Argenta 02,U.S. Senate (Republican),"Mabey, Garn",1
Argenta 02,U.S. Senate (Republican),"Marinch, Gary",0
Argenta 02,U.S. Senate (Republican),"Nadell, Brian",0
Argenta 02,U.S. Senate (Republican),None Of These Candidates,16
Argenta 02,U.S. Senate (Republican),"Parson, Bill",4
Argenta 02,U.S. Senate (Republican),"Stern, Cecilia",0
Argenta 02,U.S. Senate (Republican),"Suominen, Terry",1
Argenta 02,U.S. Senate (Republican),"Tarkanian, Danny",37
Argenta 02,"University Board of Regents, District 8 (Nonpartisan)","FEEST, MARK",34
Argenta 02,"University Board of Regents, District 8 (Nonpartisan)","MELCHER, KEVIN C.",66
Argenta 02,"University Board of Regents, District 8 (Nonpartisan)","PUCCINELLI, MARGARET",159
Argenta 03,Attorney General (Republican),"Barrick, Travis",36
Argenta 03,Attorney General (Republican),"Hafter, Jacob",10
Argenta 03,Attorney General (Republican),None Of These Candidates,11
Argenta 03,County Comm Dist. NO. 2 (CW) (Republican),"BULLOCK, DEAN",13
Argenta 03,County Comm Dist. NO. 2 (CW) (Republican),"CLARK, ART III",9
Argenta 03,County Comm Dist. NO. 2 (CW) (Republican),"RODABOUGH, KELLY RAY",2
Argenta 03,County Comm Dist. NO. 2 (CW) (Republican),"ROGERS, LARRY",23
