precinct,office,candidate,votes
AMARGOSA VLY 06,Attorney General (Republican),"Barrick, Travis",29
AMARGOSA VLY 06,Attorney General (Republican),"Hafter, Jacob",41
AMARGOSA VLY 06,Attorney General (Republican),None Of These Candidates,29
AMARGOSA VLY 06,COUNTY ASSESSOR (Democratic),"BIENENSTEIN, KATHLEEN L.",24
AMARGOSA VLY 06,COUNTY ASSESSOR (Democratic),"MUSSELMAN, SANDRA M.",33
AMARGOSA VLY 06,COUNTY CLERK (Republican),"ALBERTI JR., ANDREW ""ANDY""",20
AMARGOSA VLY 06,COUNTY CLERK (Republican),"MERLINO, SANDRA ""SAM""",57
AMARGOSA VLY 06,COUNTY CLERK (Republican),"OPATIK, NORMA JEAN",27
AMARGOSA VLY 06,COUNTY RECORDER (Republican),"BEATTY, DEBORAH",46
AMARGOSA VLY 06,COUNTY RECORDER (Republican),"FOSTER, BYRON",34
AMARGOSA VLY 06,COUNTY RECORDER (Republican),"WYRICK, CINDY",20
AMARGOSA VLY 06,County Sheriff - NYE  (Nonpartisan),"COBEL, SCOTT",23
AMARGOSA VLY 06,County Sheriff - NYE  (Nonpartisan),"DEMEO, TONY",95
AMARGOSA VLY 06,County Sheriff - NYE  (Nonpartisan),"HOLMES, TED",46
AMARGOSA VLY 06,County Sheriff - NYE  (Nonpartisan),"MIELZYNSKI, RAY ""THE FLAGMAN""",18
AMARGOSA VLY 06,County Sheriff - NYE  (Nonpartisan),"SMITH, GERALD ""BEAR""",9
AMARGOSA VLY 06,County Treasurer (Republican),"LACKEY, DARRYL",37
AMARGOSA VLY 06,County Treasurer (Republican),"MAHER, MICHAEL W.",58
AMARGOSA VLY 06,District Attorney (Democratic),"DEL VECCHIO, NICHOLAS ANTHONY",9
AMARGOSA VLY 06,District Attorney (Democratic),"KUNZI, BRIAN T.",49
AMARGOSA VLY 06,DISTRICT ATTORNEY (Republican),"BECKETT, BOB",9
AMARGOSA VLY 06,DISTRICT ATTORNEY (Republican),"KENT, RON",44
AMARGOSA VLY 06,DISTRICT ATTORNEY (Republican),"LORD, NANCY",27
AMARGOSA VLY 06,DISTRICT ATTORNEY (Republican),"ROOT, MICHAEL",10
AMARGOSA VLY 06,DISTRICT ATTORNEY (Republican),"WATKINS, CHARLES G.",18
AMARGOSA VLY 06,Governor (Democratic),"Conquest, Frederick L.",20
AMARGOSA VLY 06,Governor (Democratic),None Of These Candidates,19
AMARGOSA VLY 06,Governor (Democratic),"Reid, Rory",20
AMARGOSA VLY 06,Governor (Republican),"Atwood, Tony",3
AMARGOSA VLY 06,Governor (Republican),"GIBBONS, JIM",42
AMARGOSA VLY 06,Governor (Republican),"Lusak, Stanleigh Harold",3
AMARGOSA VLY 06,Governor (Republican),"Montandon, Michael L.",6
AMARGOSA VLY 06,Governor (Republican),None Of These Candidates,5
AMARGOSA VLY 06,Governor (Republican),"Sandoval, Brian",49
AMARGOSA VLY 06,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",16
AMARGOSA VLY 06,Lieutenant Governor (Democratic),"Murad, Paul",14
AMARGOSA VLY 06,Lieutenant Governor (Democratic),None Of These Candidates,9
AMARGOSA VLY 06,Lieutenant Governor (Democratic),"Randazzo, Robert S.",3
AMARGOSA VLY 06,Lieutenant Governor (Democratic),"Sferrazza, Jessica",17
AMARGOSA VLY 06,Lieutenant Governor (Republican),"Krolicki, Brian",58
AMARGOSA VLY 06,Lieutenant Governor (Republican),None Of These Candidates,16
AMARGOSA VLY 06,Lieutenant Governor (Republican),"Woollen, Barbara Lee",30
AMARGOSA VLY 06,PUBLIC ADMINISTRATOR (Democratic),"DORAND-RUDOLF, ROBIN",28
AMARGOSA VLY 06,PUBLIC ADMINISTRATOR (Democratic),"JOKINEN, DONNA J.",30
AMARGOSA VLY 06,"State Assembly, District 36 (Democratic)","HIBBLE, RON",30
AMARGOSA VLY 06,"State Assembly, District 36 (Democratic)","SCHIFFMAN, HARRY J.",27
AMARGOSA VLY 06,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",155
AMARGOSA VLY 06,State Controller (Republican),"Dagani, Gregory Nance",17
AMARGOSA VLY 06,State Controller (Republican),"Herr, Barry",48
AMARGOSA VLY 06,State Controller (Republican),None Of These Candidates,32
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",11
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",18
