candidate,party,votes,percent,office
"HAMILTON, EDUARDO ""MR. CLEAN""",DEMOCRAT,17,5.21,U.S. Senate (DEMOCRATIC)
"MILLER, ALEX",DEMOCRAT,76,23.31,U.S. Senate (DEMOCRATIC)
"POLIAK, CARLO",DEMOCRAT,12,3.68,U.S. Senate (DEMOCRATIC)
"REID, HARRY (Incumbent)",DEMOCRAT,134,41.10,U.S. Senate (DEMOCRATIC)
NONE OF THESE CANDIDATES,&nbsp;,87,26.69,U.S. Senate (DEMOCRATIC)
"ANGLE, SHARRON",REPUBLICAN,287,31.16,U.S. Senate (REPUBLICAN)
"BERNSTEIN, GARY",REPUBLICAN,8,0.87,U.S. Senate (REPUBLICAN)
"CHACHAS, JOHN",REPUBLICAN,92,9.99,U.S. Senate (REPUBLICAN)
"CHRISTENSEN, CHAD",REPUBLICAN,33,3.58,U.S. Senate (REPUBLICAN)
"LOWDEN, SUE",REPUBLICAN,199,21.61,U.S. Senate (REPUBLICAN)
"MABEY, GARN",REPUBLICAN,1,0.11,U.S. Senate (REPUBLICAN)
"MARINCH, GARY",REPUBLICAN,1,0.11,U.S. Senate (REPUBLICAN)
"NADELL, BRIAN",REPUBLICAN,0,0,U.S. Senate (REPUBLICAN)
"PARSON, BILL",REPUBLICAN,12,1.30,U.S. Senate (REPUBLICAN)
"STERN, CECILIA",REPUBLICAN,1,0.11,U.S. Senate (REPUBLICAN)
"SUOMINEN, TERRY",REPUBLICAN,2,0.22,U.S. Senate (REPUBLICAN)
"TARKANIAN, DANNY",REPUBLICAN,232,25.19,U.S. Senate (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,53,5.75,U.S. Senate (REPUBLICAN)
"DEHNE, DENIS ""SAM""",DEMOCRAT,35,11.86,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)"
"MCKENNA, KEN",DEMOCRAT,113,38.31,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)"
"PRICE, NANCY",DEMOCRAT,147,49.83,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)"
"COLLETTI, PATRICK J.",REPUBLICAN,189,20.72,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (REPUBLICAN)"
"HELLER, DEAN (Incumbent)",REPUBLICAN,723,79.28,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (REPUBLICAN)"
"CONQUEST, FREDERICK L.",DEMOCRAT,91,28.71,GOVERNOR (DEMOCRATIC)
"REID, RORY",DEMOCRAT,113,35.65,GOVERNOR (DEMOCRATIC)
NONE OF THESE CANDIDATES,&nbsp;,113,35.65,GOVERNOR (DEMOCRATIC)
"ATWOOD, TONY",REPUBLICAN,13,1.41,GOVERNOR (REPUBLICAN)
"GIBBONS, JIM (Incumbent)",REPUBLICAN,349,37.89,GOVERNOR (REPUBLICAN)
"LUSAK, STANLEIGH HAROLD",REPUBLICAN,6,0.65,GOVERNOR (REPUBLICAN)
"MONTANDON, MICHAEL L.",REPUBLICAN,84,9.12,GOVERNOR (REPUBLICAN)
"SANDOVAL, BRIAN",REPUBLICAN,434,47.12,GOVERNOR (REPUBLICAN)
NONE OF THESE CANDIDATES,&nbsp;,35,3.80,GOVERNOR (REPUBLICAN)
"GOODMAN, ROBERT E. ""BOB""",DEMOCRAT,41,12.81,LIEUTENANT GOVERNOR (DEMOCRATIC)
