precinct,office,candidate,votes
Precinct 01,Attorney General,"Barrick, Travis",256
Precinct 01,Attorney General,"CORTEZ MASTO, CATHERINE",197
Precinct 01,Attorney General,"Hansen, Joel F.",46
Precinct 01,Attorney General,None Of These Candidates,15
Precinct 01,Board of School Trustees - vf 4,"BIRD, BRANDON",177
Precinct 01,Board of School Trustees - vf 4,"GAILEY, DENNIS K.",230
Precinct 01,Board of School Trustees - vf 4,"GENT, RICH",235
Precinct 01,Board of School Trustees - vf 4,"HENDRIX, CLAY",211
Precinct 01,Board of School Trustees - vf 4,"HYDE, MATT",190
Precinct 01,Board of School Trustees - vf 4,"LUDLOW, MIKE",222
Precinct 01,Board of School Trustees - vf 4,"MCFARLANE, NONA",254
Precinct 01,Board of School Trustees - vf 4,"SOMMER, JACOB",229
Precinct 01,Clerk/Treasurer,"GREENWELL, KENNETH E.",104
Precinct 01,Clerk/Treasurer,"HELTON, KELLY G.",395
Precinct 01,COUNTY ASSESSOR,"GREEN, NORMA J.",424
Precinct 01,COUNTY ASSESSOR,"MACKIE, STUART J.",87
Precinct 01,County Comm Dist. 2 (CW),"OLSEN, PETE",449
Precinct 01,COUNTY RECORDER,"SIMS, JOAN",288
Precinct 01,COUNTY RECORDER,"TRIPP, VICKY L.",219
Precinct 01,DISTRICT ATTORNEY,"MALLORY, ART",450
Precinct 01,Governor,"Curtis, David Scott",1
Precinct 01,Governor,"DiSimone, Eugene ""Gino""",12
Precinct 01,Governor,"Fitzgibbons, Floyd",7
Precinct 01,Governor,"Honig, Aaron Y.",1
Precinct 01,Governor,"Lampitt, Jr., Arthur Forest",3
Precinct 01,Governor,None Of These Candidates,9
Precinct 01,Governor,"Reid, Rory",117
Precinct 01,Governor,"Sandoval, Brian",370
Precinct 01,Lieutenant Governor,"Fitzgibbons, Ryan",32
Precinct 01,Lieutenant Governor,"KROLICKI, BRIAN K.",340
Precinct 01,Lieutenant Governor,None Of These Candidates,6
Precinct 01,Lieutenant Governor,"Sferrazza, Jessica",141
Precinct 01,Mosquito Abatement Dst -vf 3,"EWING, OLIVIA",222
Precinct 01,Mosquito Abatement Dst -vf 3,"LATTIN, CHRISTY",299
Precinct 01,Mosquito Abatement Dst -vf 3,"LINGENFELTER, JAY",248
Precinct 01,Mosquito Abatement Dst -vf 3,"RUDDEN, RON J.",209
Precinct 01,Mosquito Abatement Dst -vf 3,"SPENCER, MICHAEL",265
Precinct 01,PUBLIC ADMINISTRATOR,"BROWN, JAN",306
Precinct 01,PUBLIC ADMINISTRATOR,"WASHINGTON, DESIREE",156
Precinct 01,Secretary Of State,"Lauer, Rob",274
Precinct 01,Secretary Of State,"MILLER, ROSS",190
Precinct 01,Secretary Of State,None Of These Candidates,20
Precinct 01,Secretary Of State,"Wagner, John",32
Precinct 01,Sheriff - Clark,"INGRAM, RICHARD",238
Precinct 01,Sheriff - Clark,"TROTTER, BENJAMIN D.",269
Precinct 01,"State Assembly, District 35","GOICOECHEA, PETE",374
Precinct 01,"State Assembly, District 35","O'CONNOR, JOHN",132
Precinct 01,State Controller,"Herr, Barry",285
Precinct 01,State Controller,"Markowitz, Warren",35
Precinct 01,State Controller,None Of These Candidates,26
Precinct 01,State Controller,"WALLIN, KIM R.",161
Precinct 01,State Treasurer,"Hawkins, Mike",36
Precinct 01,State Treasurer,"MARSHALL, KATE",168
Precinct 01,State Treasurer,"Martin, Steven E.",293
Precinct 01,State Treasurer,None Of These Candidates,16
Precinct 01,"Supreme Court Justice, Seat A","Hardesty, James W.",385
Precinct 01,"Supreme Court Justice, Seat A",None Of These Candidates,89
Precinct 01,"Supreme Court Justice, Seat E",None Of These Candidates,94
Precinct 01,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",379
Precinct 01,"U.S. Representative in Congress, District 2","Best, Russell",27
Precinct 01,"U.S. Representative in Congress, District 2","HELLER, DEAN",377
Precinct 01,"U.S. Representative in Congress, District 2","Price, Nancy",105
Precinct 01,U.S. Senate,"Angle, Sharron",305
Precinct 01,U.S. Senate,"Ashjian, Scott",6
Precinct 01,U.S. Senate,"Fasano, Tim",9
Precinct 01,U.S. Senate,"Haines, Michael L.",4
Precinct 01,U.S. Senate,"Holland, Jesse",6
Precinct 01,U.S. Senate,None Of These Candidates,24
Precinct 01,U.S. Senate,"Reeves, Jeffrey C.",2
Precinct 01,U.S. Senate,"REID, HARRY",161
Precinct 01,U.S. Senate,"Stand, Wil",0
Precinct 01,"University Board of Regents, District 8","MELCHER, KEVIN C.",250
Precinct 01,"University Board of Regents, District 8","PUCCINELLI, MARGARET",211
Precinct 02,Attorney General,"Barrick, Travis",168
Precinct 02,Attorney General,"CORTEZ MASTO, CATHERINE",160
Precinct 02,Attorney General,"Hansen, Joel F.",39
Precinct 02,Attorney General,None Of These Candidates,10
Precinct 02,Board of School Trustees - vf 4,"BIRD, BRANDON",138
Precinct 02,Board of School Trustees - vf 4,"GAILEY, DENNIS K.",149
Precinct 02,Board of School Trustees - vf 4,"GENT, RICH",196
Precinct 02,Board of School Trustees - vf 4,"HENDRIX, CLAY",143
Precinct 02,Board of School Trustees - vf 4,"HYDE, MATT",155
Precinct 02,Board of School Trustees - vf 4,"LUDLOW, MIKE",143
Precinct 02,Board of School Trustees - vf 4,"MCFARLANE, NONA",199
Precinct 02,Board of School Trustees - vf 4,"SOMMER, JACOB",155
Precinct 02,Clerk/Treasurer,"GREENWELL, KENNETH E.",74
Precinct 02,Clerk/Treasurer,"HELTON, KELLY G.",292
Precinct 02,COUNTY ASSESSOR,"GREEN, NORMA J.",299
Precinct 02,COUNTY ASSESSOR,"MACKIE, STUART J.",77
Precinct 02,County Comm Dist. 2 (CW),"OLSEN, PETE",343
Precinct 02,COUNTY RECORDER,"SIMS, JOAN",191
Precinct 02,COUNTY RECORDER,"TRIPP, VICKY L.",186
Precinct 02,DISTRICT ATTORNEY,"MALLORY, ART",339
Precinct 02,Governor,"Curtis, David Scott",2
Precinct 02,Governor,"DiSimone, Eugene ""Gino""",5
Precinct 02,Governor,"Fitzgibbons, Floyd",7
Precinct 02,Governor,"Honig, Aaron Y.",3
