precinct,office,candidate,votes
FOC,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",0
FOC,United States Senator (Democratic),"Miller, Alex",0
FOC,United States Senator (Democratic),None Of These Candidates,0
FOC,United States Senator (Democratic),"Poliak, Carlo",2
FOC,United States Senator (Democratic),"Reid, Harry",10
GER-WADS 7412,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",2
GER-WADS 7412,United States Senator (Democratic),"Miller, Alex",5
GER-WADS 7412,United States Senator (Democratic),None Of These Candidates,4
GER-WADS 7412,United States Senator (Democratic),"Poliak, Carlo",0
GER-WADS 7412,United States Senator (Democratic),"Reid, Harry",37
GER-WADS 7422 (MP),United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",
GER-WADS 7422 (MP),United States Senator (Democratic),"Miller, Alex",
GER-WADS 7422 (MP),United States Senator (Democratic),None Of These Candidates,
GER-WADS 7422 (MP),United States Senator (Democratic),"Poliak, Carlo",
GER-WADS 7422 (MP),United States Senator (Democratic),"Reid, Harry",
GER-WADS 7423,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",0
GER-WADS 7423,United States Senator (Democratic),"Miller, Alex",2
GER-WADS 7423,United States Senator (Democratic),None Of These Candidates,1
GER-WADS 7423,United States Senator (Democratic),"Poliak, Carlo",0
GER-WADS 7423,United States Senator (Democratic),"Reid, Harry",13
GER-WADS 7521 (MP),United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",
GER-WADS 7521 (MP),United States Senator (Democratic),"Miller, Alex",
GER-WADS 7521 (MP),United States Senator (Democratic),None Of These Candidates,
GER-WADS 7521 (MP),United States Senator (Democratic),"Poliak, Carlo",
GER-WADS 7521 (MP),United States Senator (Democratic),"Reid, Harry",
GER-WADS 7522 (MP),United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",2
GER-WADS 7522 (MP),United States Senator (Democratic),"Miller, Alex",14
GER-WADS 7522 (MP),United States Senator (Democratic),None Of These Candidates,10
GER-WADS 7522 (MP),United States Senator (Democratic),"Poliak, Carlo",0
GER-WADS 7522 (MP),United States Senator (Democratic),"Reid, Harry",28
GER-WADS 7531 (MP),United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",0
GER-WADS 7531 (MP),United States Senator (Democratic),"Miller, Alex",2
GER-WADS 7531 (MP),United States Senator (Democratic),None Of These Candidates,8
GER-WADS 7531 (MP),United States Senator (Democratic),"Poliak, Carlo",0
GER-WADS 7531 (MP),United States Senator (Democratic),"Reid, Harry",8
GER-WADS 9400 (MP),United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",0
GER-WADS 9400 (MP),United States Senator (Democratic),"Miller, Alex",0
GER-WADS 9400 (MP),United States Senator (Democratic),None Of These Candidates,0
GER-WADS 9400 (MP),United States Senator (Democratic),"Poliak, Carlo",0
GER-WADS 9400 (MP),United States Senator (Democratic),"Reid, Harry",0
GER-WADS 9404 (MP),United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",0
GER-WADS 9404 (MP),United States Senator (Democratic),"Miller, Alex",0
GER-WADS 9404 (MP),United States Senator (Democratic),None Of These Candidates,0
GER-WADS 9404 (MP),United States Senator (Democratic),"Poliak, Carlo",0
GER-WADS 9404 (MP),United States Senator (Democratic),"Reid, Harry",0
GER-WADS 9405 (MP),United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",0
GER-WADS 9405 (MP),United States Senator (Democratic),"Miller, Alex",0
GER-WADS 9405 (MP),United States Senator (Democratic),None Of These Candidates,0
GER-WADS 9405 (MP),United States Senator (Democratic),"Poliak, Carlo",0
GER-WADS 9405 (MP),United States Senator (Democratic),"Reid, Harry",0
GER-WADS 9406 (MP),United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",0
GER-WADS 9406 (MP),United States Senator (Democratic),"Miller, Alex",0
GER-WADS 9406 (MP),United States Senator (Democratic),None Of These Candidates,0
GER-WADS 9406 (MP),United States Senator (Democratic),"Poliak, Carlo",0
GER-WADS 9406 (MP),United States Senator (Democratic),"Reid, Harry",0
GER-WADS 9408 (MP),United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",0
GER-WADS 9408 (MP),United States Senator (Democratic),"Miller, Alex",0
GER-WADS 9408 (MP),United States Senator (Democratic),None Of These Candidates,0
GER-WADS 9408 (MP),United States Senator (Democratic),"Poliak, Carlo",0
GER-WADS 9408 (MP),United States Senator (Democratic),"Reid, Harry",0
GER-WADS 9415 (MP),United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",0
GER-WADS 9415 (MP),United States Senator (Democratic),"Miller, Alex",0
GER-WADS 9415 (MP),United States Senator (Democratic),None Of These Candidates,0
GER-WADS 9415 (MP),United States Senator (Democratic),"Poliak, Carlo",0
GER-WADS 9415 (MP),United States Senator (Democratic),"Reid, Harry",0
GER-WADS 9419 (MP),United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",0
GER-WADS 9419 (MP),United States Senator (Democratic),"Miller, Alex",0
GER-WADS 9419 (MP),United States Senator (Democratic),None Of These Candidates,0
GER-WADS 9419 (MP),United States Senator (Democratic),"Poliak, Carlo",0
GER-WADS 9419 (MP),United States Senator (Democratic),"Reid, Harry",0
GER-WADS 9420 (MP),United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",0
GER-WADS 9420 (MP),United States Senator (Democratic),"Miller, Alex",0
