precinct,office,candidate,votes
1 - ALAMO,Attorney General,"Barrick, Travis",174
1 - ALAMO,Attorney General,"CORTEZ MASTO, CATHERINE",159
1 - ALAMO,Attorney General,"Hansen, Joel F.",121
1 - ALAMO,Attorney General,None Of These Candidates,13
1 - ALAMO,COUNTY ASSESSOR,"MCBRIDE, MELANIE K.",404
1 - ALAMO,COUNTY CLERK,"LLOYD, LISA C.",447
1 - ALAMO,County Comm Dist. B (CW),"DONOHUE, A. PAUL",210
1 - ALAMO,County Comm Dist. B (CW),"LISTER, BEVAN",248
1 - ALAMO,County Comm Dist. C (CW),"HIGBEE, JR., ED",449
1 - ALAMO,County Comm Dist. D (CW),"HORNBECK, RONDA",129
1 - ALAMO,County Comm Dist. D (CW),"PHILLIPS, KEVIN J.",331
1 - ALAMO,County Recorder-Auditor,"BOUCHER, LESLIE",400
1 - ALAMO,COUNTY TREASURER,"HIATT, KATHY C.",408
1 - ALAMO,DISTRICT ATTORNEY,"FREHNER, DYLAN V.",240
1 - ALAMO,DISTRICT ATTORNEY,"HOOGE, DANIEL M.",223
1 - ALAMO,Governor,"Curtis, David Scott",0
1 - ALAMO,Governor,"DiSimone, Eugene ""Gino""",6
1 - ALAMO,Governor,"Fitzgibbons, Floyd",11
1 - ALAMO,Governor,"Honig, Aaron Y.",1
1 - ALAMO,Governor,"Lampitt, Jr., Arthur Forest",5
1 - ALAMO,Governor,None Of These Candidates,14
1 - ALAMO,Governor,"Reid, Rory",81
1 - ALAMO,Governor,"Sandoval, Brian",357
1 - ALAMO,Lieutenant Governor,"Fitzgibbons, Ryan",35
1 - ALAMO,Lieutenant Governor,"KROLICKI, BRIAN K.",335
1 - ALAMO,Lieutenant Governor,None Of These Candidates,21
1 - ALAMO,Lieutenant Governor,"Sferrazza, Jessica",74
1 - ALAMO,Secretary Of State,"Lauer, Rob",265
1 - ALAMO,Secretary Of State,"MILLER, ROSS",138
1 - ALAMO,Secretary Of State,None Of These Candidates,19
1 - ALAMO,Secretary Of State,"Wagner, John",38
1 - ALAMO,"State Assembly, District 36","GOEDHART, ED",337
1 - ALAMO,"State Assembly, District 36","HIBBLE, RON",105
1 - ALAMO,"State Assembly, District 36","VANDERBEEK, DAVID",24
1 - ALAMO,State Controller,"Herr, Barry",309
1 - ALAMO,State Controller,"Markowitz, Warren",30
1 - ALAMO,State Controller,None Of These Candidates,38
1 - ALAMO,State Controller,"WALLIN, KIM R.",84
1 - ALAMO,State Treasurer,"Hawkins, Mike",29
1 - ALAMO,State Treasurer,"MARSHALL, KATE",104
1 - ALAMO,State Treasurer,"Martin, Steven E.",296
1 - ALAMO,State Treasurer,None Of These Candidates,34
1 - ALAMO,"Supreme Court Justice, Seat A","Hardesty, James W.",340
1 - ALAMO,"Supreme Court Justice, Seat A",None Of These Candidates,82
1 - ALAMO,"Supreme Court Justice, Seat E",None Of These Candidates,85
1 - ALAMO,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",335
1 - ALAMO,"U.S. Representative in Congress, District 2","Best, Russell",18
1 - ALAMO,"U.S. Representative in Congress, District 2","HELLER, DEAN",378
1 - ALAMO,"U.S. Representative in Congress, District 2","Price, Nancy",59
1 - ALAMO,U.S. Senate,"Angle, Sharron",351
1 - ALAMO,U.S. Senate,"Ashjian, Scott",10
1 - ALAMO,U.S. Senate,"Fasano, Tim",6
1 - ALAMO,U.S. Senate,"Haines, Michael L.",0
1 - ALAMO,U.S. Senate,"Holland, Jesse",3
1 - ALAMO,U.S. Senate,None Of These Candidates,16
1 - ALAMO,U.S. Senate,"Reeves, Jeffrey C.",0
1 - ALAMO,U.S. Senate,"REID, HARRY",89
1 - ALAMO,U.S. Senate,"Stand, Wil",0
1 - ALAMO,"University Board of Regents, District 8","MELCHER, KEVIN C.",266
1 - ALAMO,"University Board of Regents, District 8","PUCCINELLI, MARGARET",124
2 - CALIENTE,Attorney General,"Barrick, Travis",185
2 - CALIENTE,Attorney General,"CORTEZ MASTO, CATHERINE",231
2 - CALIENTE,Attorney General,"Hansen, Joel F.",76
2 - CALIENTE,Attorney General,None Of These Candidates,27
2 - CALIENTE,COUNTY ASSESSOR,"MCBRIDE, MELANIE K.",454
2 - CALIENTE,COUNTY CLERK,"LLOYD, LISA C.",485
2 - CALIENTE,County Comm Dist. B (CW),"DONOHUE, A. PAUL",281
2 - CALIENTE,County Comm Dist. B (CW),"LISTER, BEVAN",222
2 - CALIENTE,County Comm Dist. C (CW),"HIGBEE, JR., ED",467
2 - CALIENTE,County Comm Dist. D (CW),"HORNBECK, RONDA",263
2 - CALIENTE,County Comm Dist. D (CW),"PHILLIPS, KEVIN J.",252
2 - CALIENTE,County Recorder-Auditor,"BOUCHER, LESLIE",446
2 - CALIENTE,COUNTY TREASURER,"HIATT, KATHY C.",451
2 - CALIENTE,DISTRICT ATTORNEY,"FREHNER, DYLAN V.",174
2 - CALIENTE,DISTRICT ATTORNEY,"HOOGE, DANIEL M.",340
2 - CALIENTE,Governor,"Curtis, David Scott",6
2 - CALIENTE,Governor,"DiSimone, Eugene ""Gino""",8
2 - CALIENTE,Governor,"Fitzgibbons, Floyd",16
