precinct,office,candidate,votes
PRECINCT 1,Attorney General (Republican),"Barrick, Travis",47
PRECINCT 1,Attorney General (Republican),"Hafter, Jacob",14
PRECINCT 1,Attorney General (Republican),None Of These Candidates,48
PRECINCT 1,COUNTY ASSESSOR (Republican),"HONEA, ANITA",39
PRECINCT 1,COUNTY ASSESSOR (Republican),"RYAN, LARRY",32
PRECINCT 1,COUNTY ASSESSOR (Republican),"SEDDON, JANA",41
PRECINCT 1,"County Commission, District 1 (Democratic)","MCGUFFEY, JACK",26
PRECINCT 1,"County Commission, District 1 (Democratic)","PRATER, LARRY",41
PRECINCT 1,DISTRICT ATTORNEY (Republican),"MADDOX, WILLIAM A.",63
PRECINCT 1,DISTRICT ATTORNEY (Republican),"NEIDERT, DAVE",46
PRECINCT 1,Governor (Democratic),"Conquest, Frederick L.",8
PRECINCT 1,Governor (Democratic),None Of These Candidates,19
PRECINCT 1,Governor (Democratic),"Reid, Rory",39
PRECINCT 1,Governor (Republican),"Atwood, Tony",2
PRECINCT 1,Governor (Republican),"GIBBONS, JIM",39
PRECINCT 1,Governor (Republican),"Lusak, Stanleigh Harold",0
PRECINCT 1,Governor (Republican),"Montandon, Michael L.",8
PRECINCT 1,Governor (Republican),None Of These Candidates,9
PRECINCT 1,Governor (Republican),"Sandoval, Brian",59
PRECINCT 1,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",4
PRECINCT 1,Lieutenant Governor (Democratic),"Murad, Paul",9
PRECINCT 1,Lieutenant Governor (Democratic),None Of These Candidates,9
PRECINCT 1,Lieutenant Governor (Democratic),"Randazzo, Robert S.",7
PRECINCT 1,Lieutenant Governor (Democratic),"Sferrazza, Jessica",39
PRECINCT 1,Lieutenant Governor (Republican),"Krolicki, Brian",79
PRECINCT 1,Lieutenant Governor (Republican),None Of These Candidates,17
PRECINCT 1,Lieutenant Governor (Republican),"Woollen, Barbara Lee",17
PRECINCT 1,"School Board Trustee, Seat 2A (Nonpartisan)","DOTSON, DENY L.",146
PRECINCT 1,"School Board Trustee, Seat 2B (Nonpartisan)","SMITH, PAMELA J.",152
PRECINCT 1,Sheriff - STOREY (Nonpartisan),"ANTINORO, GERALD",71
PRECINCT 1,Sheriff - STOREY (Nonpartisan),"BOLLE, CHARLIE",14
PRECINCT 1,Sheriff - STOREY (Nonpartisan),"DYKSTRA, DAVID",59
PRECINCT 1,Sheriff - STOREY (Nonpartisan),"MIZELLE, STEVE L.",10
PRECINCT 1,Sheriff - STOREY (Nonpartisan),"TYSON, JOHN",56
PRECINCT 1,"State Assembly, District 38 (Republican)","GLADWILL, GARY G.",18
PRECINCT 1,"State Assembly, District 38 (Republican)","GRADY, TOM",90
PRECINCT 1,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",143
PRECINCT 1,State Controller (Republican),"Dagani, Gregory Nance",35
PRECINCT 1,State Controller (Republican),"Herr, Barry",28
PRECINCT 1,State Controller (Republican),None Of These Candidates,48
PRECINCT 1,"State Senate, Capital Senatorial District (Republican)","SETTELMEYER, JAMES ARNOLD",78
PRECINCT 1,"State Senate, Capital Senatorial District (Republican)","YEATER, STEVE",27
PRECINCT 1,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",7
PRECINCT 1,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",28
PRECINCT 1,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",25
PRECINCT 1,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",34
PRECINCT 1,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",80
PRECINCT 1,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",2
PRECINCT 1,United States Senator (Democratic),"Miller, Alex",9
PRECINCT 1,United States Senator (Democratic),None Of These Candidates,7
PRECINCT 1,United States Senator (Democratic),"Poliak, Carlo",1
PRECINCT 1,United States Senator (Democratic),"Reid, Harry",48
PRECINCT 1,United States Senator (Republican),"Angle, Sharron",42
PRECINCT 1,United States Senator (Republican),"Bernstein, Gary",0
PRECINCT 1,United States Senator (Republican),"Chachas, John",8
PRECINCT 1,United States Senator (Republican),"Christensen, Chad",0
PRECINCT 1,United States Senator (Republican),"Lowden, Sue",28
PRECINCT 1,United States Senator (Republican),"Mabey, Garn",0
PRECINCT 1,United States Senator (Republican),"Marinch, Gary",0
PRECINCT 1,United States Senator (Republican),"Nadell, Brian",0
PRECINCT 1,United States Senator (Republican),None Of These Candidates,14
