precinct,office,candidate,votes
PRECINCT 1,Attorney General,"Barrick, Travis",106
PRECINCT 1,Attorney General,"CORTEZ  MASTO, CATHERINE",139
PRECINCT 1,Attorney General,"Hansen, Joel F.",20
PRECINCT 1,Attorney General,None Of These Candidates,12
PRECINCT 1,COUNTY ASSESSOR,"HONEA, ANITA",125
PRECINCT 1,COUNTY ASSESSOR,"SEDDON, JANA",143
PRECINCT 1,County Clerk/Treasurer,"DIXON, VANESSA",248
PRECINCT 1,County Comm Dist. ONE (CW),"PRATER, LARRY",146
PRECINCT 1,County Comm Dist. ONE (CW),"SJOVANGEN, WILLIAM ""BILL""",126
PRECINCT 1,COUNTY RECORDER,"CHAPMAN, JENNIFER",153
PRECINCT 1,COUNTY RECORDER,"JENSEN, SARAH S.",122
PRECINCT 1,DISTRICT ATTORNEY,"GRANT, LAURA",119
PRECINCT 1,DISTRICT ATTORNEY,"MADDOX, WILLIAM A.",155
PRECINCT 1,Governor,"Curtis, David Scott",10
PRECINCT 1,Governor,"DiSimone, Eugene ""Gino""",3
PRECINCT 1,Governor,"Fitzgibbons, Floyd",5
PRECINCT 1,Governor,"Honig, Aaron Y.",0
PRECINCT 1,Governor,"Lampitt, Jr., Arthur Forest",3
PRECINCT 1,Governor,None Of These Candidates,8
PRECINCT 1,Governor,"Reid, Rory",95
PRECINCT 1,Governor,"Sandoval, Brian",156
PRECINCT 1,Lieutenant Governor,"Fitzgibbons, Ryan",11
PRECINCT 1,Lieutenant Governor,"KROLICKI, BRIAN K.",160
PRECINCT 1,Lieutenant Governor,None Of These Candidates,8
PRECINCT 1,Lieutenant Governor,"Sferrazza, Jessica",102
PRECINCT 1,Secretary Of State,"Lauer, Rob",105
PRECINCT 1,Secretary Of State,"MILLER, ROSS",143
PRECINCT 1,Secretary Of State,None Of These Candidates,14
PRECINCT 1,Secretary Of State,"Wagner, John",18
PRECINCT 1,Sheriff - Clark,"ANTINORO, GERALD",150
PRECINCT 1,Sheriff - Clark,"TYSON, JOHN",126
PRECINCT 1,"State Assembly, District 38","GOMEZ, DENNIS C.",73
PRECINCT 1,"State Assembly, District 38","Grady, Tom",189
PRECINCT 1,State Controller,"Herr, Barry",125
PRECINCT 1,State Controller,"Markowitz, Warren",21
PRECINCT 1,State Controller,None Of These Candidates,21
PRECINCT 1,State Controller,"WALLIN, KIM R.",111
PRECINCT 1,"State Senate, Capital Senatorial District","QUIRK, CODY J.",14
PRECINCT 1,"State Senate, Capital Senatorial District","RANFT, KEVIN R.",82
PRECINCT 1,"State Senate, Capital Senatorial District","SETTELMEYER, JAMES ARNOLD",173
PRECINCT 1,State Treasurer,"Hawkins, Mike",15
PRECINCT 1,State Treasurer,"MARSHALL, KATE",116
PRECINCT 1,State Treasurer,"Martin, Steven E.",132
PRECINCT 1,State Treasurer,None Of These Candidates,15
PRECINCT 1,"Supreme Court Justice, Seat A","Hardesty, James W.",208
PRECINCT 1,"Supreme Court Justice, Seat A",None Of These Candidates,50
PRECINCT 1,"Supreme Court Justice, Seat E",None Of These Candidates,60
PRECINCT 1,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",198
PRECINCT 1,"U.S. Representative in Congress, District 2","Best, Russell",14
PRECINCT 1,"U.S. Representative in Congress, District 2","HELLER, DEAN",177
PRECINCT 1,"U.S. Representative in Congress, District 2","Price, Nancy",84
PRECINCT 1,United States Senator,"Angle, Sharron",136
PRECINCT 1,United States Senator,"Ashjian, Scott",5
PRECINCT 1,United States Senator,"Fasano, Tim",3
PRECINCT 1,United States Senator,"Haines, Michael L.",3
PRECINCT 1,United States Senator,"Holland, Jesse",1
PRECINCT 1,United States Senator,None Of These Candidates,10
PRECINCT 1,United States Senator,"Reeves, Jeffrey C.",0
PRECINCT 1,United States Senator,"REID, HARRY",123
PRECINCT 1,United States Senator,"Stand, Wil",1
PRECINCT 10,Attorney General,"Barrick, Travis",0
PRECINCT 10,Attorney General,"CORTEZ  MASTO, CATHERINE",0
PRECINCT 10,Attorney General,"Hansen, Joel F.",0
PRECINCT 10,Attorney General,None Of These Candidates,0
PRECINCT 10,COUNTY ASSESSOR,"HONEA, ANITA",0
PRECINCT 10,COUNTY ASSESSOR,"SEDDON, JANA",0
PRECINCT 10,County Clerk/Treasurer,"DIXON, VANESSA",0
PRECINCT 10,County Comm Dist. ONE (CW),"PRATER, LARRY",0
PRECINCT 10,County Comm Dist. ONE (CW),"SJOVANGEN, WILLIAM ""BILL""",0
PRECINCT 10,COUNTY RECORDER,"CHAPMAN, JENNIFER",0
PRECINCT 10,COUNTY RECORDER,"JENSEN, SARAH S.",0
PRECINCT 10,DISTRICT ATTORNEY,"GRANT, LAURA",0
PRECINCT 10,DISTRICT ATTORNEY,"MADDOX, WILLIAM A.",0
PRECINCT 10,Governor,"Curtis, David Scott",0
PRECINCT 10,Governor,"DiSimone, Eugene ""Gino""",0
PRECINCT 10,Governor,"Fitzgibbons, Floyd",0
PRECINCT 10,Governor,"Honig, Aaron Y.",0
PRECINCT 10,Governor,"Lampitt, Jr., Arthur Forest",0
PRECINCT 10,Governor,None Of These Candidates,0
PRECINCT 10,Governor,"Reid, Rory",0
PRECINCT 10,Governor,"Sandoval, Brian",0
PRECINCT 10,Lieutenant Governor,"Fitzgibbons, Ryan",0
PRECINCT 10,Lieutenant Governor,"KROLICKI, BRIAN K.",0
PRECINCT 10,Lieutenant Governor,None Of These Candidates,0
PRECINCT 10,Lieutenant Governor,"Sferrazza, Jessica",0
PRECINCT 10,Secretary Of State,"Lauer, Rob",0
PRECINCT 10,Secretary Of State,"MILLER, ROSS",0
PRECINCT 10,Secretary Of State,None Of These Candidates,0
PRECINCT 10,Secretary Of State,"Wagner, John",0
PRECINCT 10,Sheriff - Clark,"ANTINORO, GERALD",0
PRECINCT 10,Sheriff - Clark,"TYSON, JOHN",0
PRECINCT 10,"State Assembly, District 38","GOMEZ, DENNIS C.",0
PRECINCT 10,"State Assembly, District 38","Grady, Tom",0
PRECINCT 10,State Controller,"Herr, Barry",0
PRECINCT 10,State Controller,"Markowitz, Warren",0
PRECINCT 10,State Controller,None Of These Candidates,0
PRECINCT 10,State Controller,"WALLIN, KIM R.",0
PRECINCT 10,"State Senate, Capital Senatorial District","QUIRK, CODY J.",0
PRECINCT 10,"State Senate, Capital Senatorial District","RANFT, KEVIN R.",0
PRECINCT 10,"State Senate, Capital Senatorial District","SETTELMEYER, JAMES ARNOLD",0
PRECINCT 10,State Treasurer,"Hawkins, Mike",0
PRECINCT 10,State Treasurer,"MARSHALL, KATE",0
PRECINCT 10,State Treasurer,"Martin, Steven E.",0
PRECINCT 10,State Treasurer,None Of These Candidates,0
PRECINCT 10,"Supreme Court Justice, Seat A","Hardesty, James W.",0
PRECINCT 10,"Supreme Court Justice, Seat A",None Of These Candidates,0
PRECINCT 10,"Supreme Court Justice, Seat E",None Of These Candidates,0
PRECINCT 10,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",0
PRECINCT 10,"U.S. Representative in Congress, District 2","Best, Russell",0
PRECINCT 10,"U.S. Representative in Congress, District 2","HELLER, DEAN",0
PRECINCT 10,"U.S. Representative in Congress, District 2","Price, Nancy",0
PRECINCT 10,United States Senator,"Angle, Sharron",0
PRECINCT 10,United States Senator,"Ashjian, Scott",0
PRECINCT 10,United States Senator,"Fasano, Tim",0
PRECINCT 10,United States Senator,"Haines, Michael L.",0
PRECINCT 10,United States Senator,"Holland, Jesse",0
PRECINCT 10,United States Senator,None Of These Candidates,0
PRECINCT 10,United States Senator,"Reeves, Jeffrey C.",0
PRECINCT 10,United States Senator,"REID, HARRY",0
PRECINCT 10,United States Senator,"Stand, Wil",0
PRECINCT 11,Attorney General,"Barrick, Travis",4
PRECINCT 11,Attorney General,"CORTEZ  MASTO, CATHERINE",0
PRECINCT 11,Attorney General,"Hansen, Joel F.",7
PRECINCT 11,Attorney General,None Of These Candidates,0
PRECINCT 11,COUNTY ASSESSOR,"HONEA, ANITA",2
PRECINCT 11,COUNTY ASSESSOR,"SEDDON, JANA",9
PRECINCT 11,County Clerk/Treasurer,"DIXON, VANESSA",
PRECINCT 11,County Comm Dist. ONE (CW),"PRATER, LARRY",1
PRECINCT 11,County Comm Dist. ONE (CW),"SJOVANGEN, WILLIAM ""BILL""",10
PRECINCT 11,COUNTY RECORDER,"CHAPMAN, JENNIFER",6
PRECINCT 11,COUNTY RECORDER,"JENSEN, SARAH S.",4
PRECINCT 11,DISTRICT ATTORNEY,"GRANT, LAURA",0
PRECINCT 11,DISTRICT ATTORNEY,"MADDOX, WILLIAM A.",12
PRECINCT 11,Governor,"Curtis, David Scott",1
PRECINCT 11,Governor,"DiSimone, Eugene ""Gino""",1
PRECINCT 11,Governor,"Fitzgibbons, Floyd",0
PRECINCT 11,Governor,"Honig, Aaron Y.",1
PRECINCT 11,Governor,"Lampitt, Jr., Arthur Forest",0
PRECINCT 11,Governor,None Of These Candidates,0
PRECINCT 11,Governor,"Reid, Rory",0
PRECINCT 11,Governor,"Sandoval, Brian",8
PRECINCT 11,Lieutenant Governor,"Fitzgibbons, Ryan",3
PRECINCT 11,Lieutenant Governor,"KROLICKI, BRIAN K.",7
PRECINCT 11,Lieutenant Governor,None Of These Candidates,1
PRECINCT 11,Lieutenant Governor,"Sferrazza, Jessica",0
PRECINCT 11,Secretary Of State,"Lauer, Rob",4
PRECINCT 11,Secretary Of State,"MILLER, ROSS",1
PRECINCT 11,Secretary Of State,None Of These Candidates,1
PRECINCT 11,Secretary Of State,"Wagner, John",5
PRECINCT 11,Sheriff - Clark,"ANTINORO, GERALD",4
PRECINCT 11,Sheriff - Clark,"TYSON, JOHN",8
PRECINCT 11,"State Assembly, District 38","GOMEZ, DENNIS C.",3
PRECINCT 11,"State Assembly, District 38","Grady, Tom",8
PRECINCT 11,State Controller,"Herr, Barry",7
PRECINCT 11,State Controller,"Markowitz, Warren",3
PRECINCT 11,State Controller,None Of These Candidates,1
PRECINCT 11,State Controller,"WALLIN, KIM R.",0
PRECINCT 11,"State Senate, Washoe District 2","EDWARDS, ALLISON",2
PRECINCT 11,"State Senate, Washoe District 2","GUSTAVSON, DON",9
