precinct,office,candidate,votes
Precinct 1,Assessor,"MEARS, MICHAEL A.",246
Precinct 1,Attorney General,"Barrick, Travis",165
Precinct 1,Attorney General,"CORTEZ  MASTO, CATHERINE",52
Precinct 1,Attorney General,"Hansen, Joel F.",31
Precinct 1,Attorney General,None Of These Candidates,17
Precinct 1,Clerk/Treasurer,"BERG, JACKIE",130
Precinct 1,Clerk/Treasurer,"WRIGHT, CARRI",136
Precinct 1,County Commissioner District 2,"ITHURRALDE, JAMES P.",177
Precinct 1,County Commissioner District 2,"VERNES, TED",84
Precinct 1,COUNTY RECORDER,"REBALEATI, MICHAEL N.",215
Precinct 1,DISTRICT ATTORNEY,"BEUTEL, THEODORE ""TED""",215
Precinct 1,Governor,"Curtis, David Scott",4
Precinct 1,Governor,"DiSimone, Eugene ""Gino""",4
Precinct 1,Governor,"Fitzgibbons, Floyd",1
Precinct 1,Governor,"Honig, Aaron Y.",0
Precinct 1,Governor,"Lampitt, Jr., Arthur Forest",4
Precinct 1,Governor,None Of These Candidates,10
Precinct 1,Governor,"Reid, Rory",25
Precinct 1,Governor,"Sandoval, Brian",218
Precinct 1,Lieutenant Governor,"Fitzgibbons, Ryan",22
Precinct 1,Lieutenant Governor,"KROLICKI, BRIAN K.",200
Precinct 1,Lieutenant Governor,None Of These Candidates,17
Precinct 1,Lieutenant Governor,"Sferrazza, Jessica",28
Precinct 1,Secretary Of State,"Lauer, Rob",169
Precinct 1,Secretary Of State,"MILLER, ROSS",59
Precinct 1,Secretary Of State,None Of These Candidates,15
Precinct 1,Secretary Of State,"Wagner, John",23
Precinct 1,Sheriff - Clark,"CUTLER, ROBERT L.",97
Precinct 1,Sheriff - Clark,"JONES, KENNETH E.",165
Precinct 1,"State Assembly, District 35","GOICOECHEA, PETE",233
Precinct 1,"State Assembly, District 35","O'CONNOR, JOHN",27
Precinct 1,State Controller,"Herr, Barry",164
Precinct 1,State Controller,"Markowitz, Warren",24
Precinct 1,State Controller,None Of These Candidates,29
Precinct 1,State Controller,"WALLIN, KIM R.",46
Precinct 1,State Treasurer,"Hawkins, Mike",25
Precinct 1,State Treasurer,"MARSHALL, KATE",39
Precinct 1,State Treasurer,"Martin, Steven E.",174
Precinct 1,State Treasurer,None Of These Candidates,25
Precinct 1,"Supreme Court Justice, Seat A","Hardesty, James W.",189
Precinct 1,"Supreme Court Justice, Seat A",None Of These Candidates,50
Precinct 1,"Supreme Court Justice, Seat E",None Of These Candidates,51
Precinct 1,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",180
Precinct 1,"U.S. Representative in Congress, District 2","Best, Russell",18
Precinct 1,"U.S. Representative in Congress, District 2","HELLER, DEAN",219
Precinct 1,"U.S. Representative in Congress, District 2","Price, Nancy",25
Precinct 1,United States Senator,"Angle, Sharron",183
Precinct 1,United States Senator,"Ashjian, Scott",6
Precinct 1,United States Senator,"Fasano, Tim",5
Precinct 1,United States Senator,"Haines, Michael L.",6
Precinct 1,United States Senator,"Holland, Jesse",1
Precinct 1,United States Senator,None Of These Candidates,15
Precinct 1,United States Senator,"Reeves, Jeffrey C.",1
Precinct 1,United States Senator,"REID, HARRY",47
Precinct 1,United States Senator,"Stand, Wil",3
Precinct 1,"University Board of Regents, District  8","MELCHER, KEVIN C.",102
Precinct 1,"University Board of Regents, District  8","PUCCINELLI, MARGARET",123
Precinct 2,Assessor,"MEARS, MICHAEL A.",240
Precinct 2,Attorney General,"Barrick, Travis",172
Precinct 2,Attorney General,"CORTEZ  MASTO, CATHERINE",50
Precinct 2,Attorney General,"Hansen, Joel F.",28
Precinct 2,Attorney General,None Of These Candidates,20
Precinct 2,Clerk/Treasurer,"BERG, JACKIE",97
Precinct 2,Clerk/Treasurer,"WRIGHT, CARRI",174
Precinct 2,County Commissioner District 2,"ITHURRALDE, JAMES P.",177
Precinct 2,County Commissioner District 2,"VERNES, TED",92
Precinct 2,COUNTY RECORDER,"REBALEATI, MICHAEL N.",194
Precinct 2,DISTRICT ATTORNEY,"BEUTEL, THEODORE ""TED""",218
Precinct 2,Governor,"Curtis, David Scott",3
Precinct 2,Governor,"DiSimone, Eugene ""Gino""",1
Precinct 2,Governor,"Fitzgibbons, Floyd",7
Precinct 2,Governor,"Honig, Aaron Y.",0
Precinct 2,Governor,"Lampitt, Jr., Arthur Forest",5
Precinct 2,Governor,None Of These Candidates,9
Precinct 2,Governor,"Reid, Rory",19
Precinct 2,Governor,"Sandoval, Brian",229
Precinct 2,Lieutenant Governor,"Fitzgibbons, Ryan",22
Precinct 2,Lieutenant Governor,"KROLICKI, BRIAN K.",207
Precinct 2,Lieutenant Governor,None Of These Candidates,19
Precinct 2,Lieutenant Governor,"Sferrazza, Jessica",23
Precinct 2,Secretary Of State,"Lauer, Rob",171
Precinct 2,Secretary Of State,"MILLER, ROSS",50
Precinct 2,Secretary Of State,None Of These Candidates,24
Precinct 2,Secretary Of State,"Wagner, John",24
Precinct 2,Sheriff - Clark,"CUTLER, ROBERT L.",102
Precinct 2,Sheriff - Clark,"JONES, KENNETH E.",167
Precinct 2,"State Assembly, District 35","GOICOECHEA, PETE",243
Precinct 2,"State Assembly, District 35","O'CONNOR, JOHN",29
Precinct 2,State Controller,"Herr, Barry",163
