precinct,office,candidate,votes
PRECINCT 1,Attorney General (Republican),"Barrick, Travis",114
PRECINCT 1,Attorney General (Republican),"Hafter, Jacob",72
PRECINCT 1,Attorney General (Republican),None Of These Candidates,81
PRECINCT 1,County Comm. Seat C (Democratic),"ANDERSON, JAMES LYLE ""SAM""",57
PRECINCT 1,County Comm. Seat C (Democratic),"GILDER, MICHELLE",84
PRECINCT 1,County Comm. Seat C (Republican),"BENOLKIN, ANDREW C.",69
PRECINCT 1,County Comm. Seat C (Republican),"SHANK, CAROL A.",101
PRECINCT 1,County Comm. Seat C (Republican),"WESNER, BING GEORGE",106
PRECINCT 1,County Sheriff - PERSHING - (Nonpartisan),"BURROWS, ROBERT",24
PRECINCT 1,County Sheriff - PERSHING - (Nonpartisan),"GREATHOUSE, JORDAN",36
PRECINCT 1,County Sheriff - PERSHING - (Nonpartisan),"HAHN, TIMOTHY",9
PRECINCT 1,County Sheriff - PERSHING - (Nonpartisan),"MACHADO, RICHARD",147
PRECINCT 1,County Sheriff - PERSHING - (Nonpartisan),"MANCEBO, MICHAEL",81
PRECINCT 1,County Sheriff - PERSHING - (Nonpartisan),"SKINNER, RON",167
PRECINCT 1,Governor (Democratic),"Conquest, Frederick L.",34
PRECINCT 1,Governor (Democratic),None Of These Candidates,51
PRECINCT 1,Governor (Democratic),"Reid, Rory",55
PRECINCT 1,Governor (Republican),"Atwood, Tony",0
PRECINCT 1,Governor (Republican),"GIBBONS, JIM",89
PRECINCT 1,Governor (Republican),"Lusak, Stanleigh Harold",1
PRECINCT 1,Governor (Republican),"Montandon, Michael L.",34
PRECINCT 1,Governor (Republican),None Of These Candidates,8
PRECINCT 1,Governor (Republican),"Sandoval, Brian",145
PRECINCT 1,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",13
PRECINCT 1,Lieutenant Governor (Democratic),"Murad, Paul",2
PRECINCT 1,Lieutenant Governor (Democratic),None Of These Candidates,29
PRECINCT 1,Lieutenant Governor (Democratic),"Randazzo, Robert S.",11
PRECINCT 1,Lieutenant Governor (Democratic),"Sferrazza, Jessica",84
PRECINCT 1,Lieutenant Governor (Republican),"Krolicki, Brian",201
PRECINCT 1,Lieutenant Governor (Republican),None Of These Candidates,22
PRECINCT 1,Lieutenant Governor (Republican),"Woollen, Barbara Lee",49
PRECINCT 1,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",365
PRECINCT 1,State Controller (Republican),"Dagani, Gregory Nance",77
PRECINCT 1,State Controller (Republican),"Herr, Barry",89
PRECINCT 1,State Controller (Republican),None Of These Candidates,100
PRECINCT 1,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",13
