precinct,office,candidate,votes
Precinct 101,Attorney General (Republican),"Barrick, Travis",82
Precinct 101,Attorney General (Republican),"Hafter, Jacob",50
Precinct 101,Attorney General (Republican),None Of These Candidates,42
Precinct 101,Clerk-Recorder CARSON CITY - NP (Nonpartisan),"GLOVER, ALAN",345
Precinct 101,District Attorney - CARSON CITY - NP (Nonpartisan),"ROMBARDO, NEIL A.",323
Precinct 101,Governor (Democratic),"Conquest, Frederick L.",16
Precinct 101,Governor (Democratic),None Of These Candidates,34
Precinct 101,Governor (Democratic),"Reid, Rory",102
Precinct 101,Governor (Republican),"Atwood, Tony",2
Precinct 101,Governor (Republican),"GIBBONS, JIM",51
Precinct 101,Governor (Republican),"Lusak, Stanleigh Harold",0
Precinct 101,Governor (Republican),"Montandon, Michael L.",28
Precinct 101,Governor (Republican),None Of These Candidates,8
Precinct 101,Governor (Republican),"Sandoval, Brian",97
Precinct 101,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",18
Precinct 101,Lieutenant Governor (Democratic),"Murad, Paul",29
Precinct 101,Lieutenant Governor (Democratic),None Of These Candidates,15
Precinct 101,Lieutenant Governor (Democratic),"Randazzo, Robert S.",12
Precinct 101,Lieutenant Governor (Democratic),"Sferrazza, Jessica",75
Precinct 101,Lieutenant Governor (Republican),"Krolicki, Brian",148
Precinct 101,Lieutenant Governor (Republican),None Of These Candidates,9
Precinct 101,Lieutenant Governor (Republican),"Woollen, Barbara Lee",25
Precinct 101,School Trustee District 1 (Nonpartisan),"BUSHNER, JULIE",120
Precinct 101,School Trustee District 1 (Nonpartisan),"KEETON, TOM",95
Precinct 101,School Trustee District 1 (Nonpartisan),"PRATER, ROBERT",36
Precinct 101,School Trustee District 1 (Nonpartisan),"SWIRCZEK, RON",92
Precinct 101,School Trustee District 3 (Nonpartisan),"WILKE-MCCULLOCH, STACIE",312
Precinct 101,School Trustee District 4 (Nonpartisan),"CONRAD, LYNNETTE",314
Precinct 101,School Trustee District 6 - NP (Nonpartisan),"BRUGGER, PAUL R.",53
Precinct 101,School Trustee District 6 - NP (Nonpartisan),"CARLSON, RANDY",69
Precinct 101,School Trustee District 6 - NP (Nonpartisan),"CONTINE, DEONNE",69
Precinct 101,School Trustee District 6 - NP (Nonpartisan),"MYERS, BARBARA J.",146
Precinct 101,Sheriff - CARSON CITY - NP (Nonpartisan),"FURLONG, KENNY",187
Precinct 101,Sheriff - CARSON CITY - NP (Nonpartisan),"GUIMONT, BOB",117
Precinct 101,Sheriff - CARSON CITY - NP (Nonpartisan),"WHITE, BOB",68
Precinct 101,"State Assembly, District 40 (Republican)","CLEMENS, AMY",36
Precinct 101,"State Assembly, District 40 (Republican)","LIVERMORE, PETE",97
Precinct 101,"State Assembly, District 40 (Republican)","UPTON, LYNDA",42
Precinct 101,State Controller (Republican),"Dagani, Gregory Nance",59
Precinct 101,State Controller (Republican),"Herr, Barry",67
Precinct 101,State Controller (Republican),None Of These Candidates,46
Precinct 101,"State Senate, Capital Senatorial District (Republican)","SETTELMEYER, JAMES ARNOLD",143
Precinct 101,"State Senate, Capital Senatorial District (Republican)","YEATER, STEVE",31
Precinct 101,"Supervisor, Ward 1 - CARSON CITY - NP (Nonpartisan)","ABOWD, KAREN L.",117
Precinct 101,"Supervisor, Ward 1 - CARSON CITY - NP (Nonpartisan)","JOINER, ROB",74
Precinct 101,"Supervisor, Ward 1 - CARSON CITY - NP (Nonpartisan)","LEHMANN, SEAN L.",32
Precinct 101,"Supervisor, Ward 1 - CARSON CITY - NP (Nonpartisan)","SAUCEDO, PAUL R.",55
Precinct 101,"Supervisor, Ward 1 - CARSON CITY - NP (Nonpartisan)","SCHULZ, GARY",36
Precinct 101,"Supervisor, Ward 1 - CARSON CITY - NP (Nonpartisan)","SCOGGIN, NORMAN E.",46
Precinct 101,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","MCKENNA, JOHN",167
Precinct 103,School Trustee District 1 (Nonpartisan),"PRATER, ROBERT",29
Precinct 103,School Trustee District 1 (Nonpartisan),"SWIRCZEK, RON",184
Precinct 103,School Trustee District 3 (Nonpartisan),"WILKE-MCCULLOCH, STACIE",471
Precinct 103,School Trustee District 4 (Nonpartisan),"CONRAD, LYNNETTE",465
Precinct 103,School Trustee District 6 - NP (Nonpartisan),"BRUGGER, PAUL R.",76
Precinct 103,School Trustee District 6 - NP (Nonpartisan),"CARLSON, RANDY",119
Precinct 103,School Trustee District 6 - NP (Nonpartisan),"CONTINE, DEONNE",152
Precinct 103,School Trustee District 6 - NP (Nonpartisan),"MYERS, BARBARA J.",160
Precinct 103,Sheriff - CARSON CITY - NP (Nonpartisan),"FURLONG, KENNY",341
Precinct 103,Sheriff - CARSON CITY - NP (Nonpartisan),"GUIMONT, BOB",162
Precinct 103,Sheriff - CARSON CITY - NP (Nonpartisan),"WHITE, BOB",86
Precinct 103,"State Assembly, District 40 (Republican)","CLEMENS, AMY",66
