precinct,office,candidate,votes
Precinct 1,Attorney General (Republican),"Barrick, Travis",58
Precinct 1,Attorney General (Republican),"Hafter, Jacob",38
Precinct 1,Attorney General (Republican),None Of These Candidates,43
Precinct 1,Governor (Democratic),"Conquest, Frederick L.",12
Precinct 1,Governor (Democratic),None Of These Candidates,15
Precinct 1,Governor (Democratic),"Reid, Rory",11
Precinct 1,Governor (Republican),"Atwood, Tony",2
Precinct 1,Governor (Republican),"GIBBONS, JIM",38
Precinct 1,Governor (Republican),"Lusak, Stanleigh Harold",4
Precinct 1,Governor (Republican),"Montandon, Michael L.",16
Precinct 1,Governor (Republican),None Of These Candidates,6
Precinct 1,Governor (Republican),"Sandoval, Brian",85
Precinct 1,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",9
Precinct 1,Lieutenant Governor (Democratic),"Murad, Paul",2
Precinct 1,Lieutenant Governor (Democratic),None Of These Candidates,13
Precinct 1,Lieutenant Governor (Democratic),"Randazzo, Robert S.",2
Precinct 1,Lieutenant Governor (Democratic),"Sferrazza, Jessica",10
Precinct 1,Lieutenant Governor (Republican),"Krolicki, Brian",100
Precinct 1,Lieutenant Governor (Republican),None Of These Candidates,22
Precinct 1,Lieutenant Governor (Republican),"Woollen, Barbara Lee",28
Precinct 1,"School Board Trustee, Seat 2A (Nonpartisan)","BROWN, JOHN W.",187
Precinct 1,Sheriff - EUREKA (Nonpartisan),"CUTLER, ROBERT L.",78
Precinct 1,Sheriff - EUREKA (Nonpartisan),"ETTER, LARRY",33
Precinct 1,Sheriff - EUREKA (Nonpartisan),"JONES, KENNETH E.",97
Precinct 1,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",157
Precinct 1,State Controller (Republican),"Dagani, Gregory Nance",31
Precinct 1,State Controller (Republican),"Herr, Barry",47
Precinct 1,State Controller (Republican),None Of These Candidates,57
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",4
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",14
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",15
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",27
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",121
Precinct 1,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",3
Precinct 1,United States Senator (Democratic),"Miller, Alex",6
Precinct 1,United States Senator (Democratic),None Of These Candidates,16
Precinct 1,United States Senator (Democratic),"Poliak, Carlo",1
Precinct 1,United States Senator (Democratic),"Reid, Harry",14
Precinct 1,United States Senator (Republican),"Angle, Sharron",49
Precinct 1,United States Senator (Republican),"Bernstein, Gary",1
Precinct 1,United States Senator (Republican),"Chachas, John",12
Precinct 1,United States Senator (Republican),"Christensen, Chad",2
Precinct 1,United States Senator (Republican),"Lowden, Sue",49
Precinct 1,United States Senator (Republican),"Mabey, Garn",0
Precinct 1,United States Senator (Republican),"Marinch, Gary",0
Precinct 1,United States Senator (Republican),"Nadell, Brian",0
Precinct 1,United States Senator (Republican),None Of These Candidates,8
Precinct 1,United States Senator (Republican),"Parson, Bill",0
Precinct 1,United States Senator (Republican),"Stern, Cecilia",0
Precinct 1,United States Senator (Republican),"Suominen, Terry",0
Precinct 1,United States Senator (Republican),"Tarkanian, Danny",27
Precinct 1,"University Board of Regents, District  8 (Nonpartisan)","FEEST, MARK",44
